drugbank_id,drug_name,target_id,target_name,actions,known_action,organism,gene_name,uniprot_id
DB00100,Coagulation Factor IX (Recombinant),BE0000016,Coagulation factor VIII,cofactor,yes,Humans,F8,P00451
DB00100,Coagulation Factor IX (Recombinant),BE0002110,Prolow-density lipoprotein receptor-related protein 1,binder,unknown,Humans,LRP1,Q07954
DB00100,Coagulation Factor IX (Recombinant),BE0000403,Vitamin K-dependent gamma-carboxylase,substrate,unknown,Humans,GGCX,P38435
DB00102,Becaplermin,BE0000205,Platelet-derived growth factor receptor beta,agonist,yes,Humans,PDGFRB,P09619
DB00102,Becaplermin,BE0000852,Platelet-derived growth factor receptor alpha,agonist,yes,Humans,PDGFRA,P16234
DB00102,Becaplermin,BE0000910,Alpha-2-macroglobulin,modulator,no,Humans,A2M,P01023
DB00103,Agalsidase beta,BE0004830,Globotriaosylceramide,"metabolizer, ligand",yes,,,
DB00104,Octreotide,BE0010008,Somatostatin receptor,agonist,yes,,,
DB00104,Octreotide,BE0003528,Somatostatin receptor type 2,binder,unknown,Humans,SSTR2,P30874
DB00105,Interferon alfa-2b,BE0000385,Interferon alpha/beta receptor 2,binder,yes,Humans,IFNAR2,P48551
DB00105,Interferon alfa-2b,BE0000661,Interferon alpha/beta receptor 1,binder,yes,Humans,IFNAR1,P17181
DB00105,Interferon alfa-2b,BE0003450,Interferon alpha-2,modulator,unknown,Humans,IFNA2,P01563
DB00106,Abarelix,BE0000203,Gonadotropin-releasing hormone receptor,antagonist,yes,Humans,GNRHR,P30968
DB00107,Oxytocin,BE0000844,Oxytocin receptor,agonist,yes,Humans,OXTR,P30559
DB00107,Oxytocin,BE0000293,Vasopressin V2 receptor,agonist,unknown,Humans,AVPR2,P30518
DB00107,Oxytocin,BE0000773,Vasopressin V1b receptor,agonist,unknown,Humans,AVPR1B,P47901
DB00107,Oxytocin,BE0000165,Vasopressin V1a receptor,agonist,unknown,Humans,AVPR1A,P37288
DB00108,Natalizumab,BE0000590,Integrin alpha-4,antibody,yes,Humans,ITGA4,P13612
DB00108,Natalizumab,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,ligand,unknown,Humans,FCGR3B,O75015
DB00108,Natalizumab,BE0000710,High affinity immunoglobulin gamma Fc receptor I,ligand,unknown,Humans,FCGR1A,P12314
DB00108,Natalizumab,BE0001085,Intercellular adhesion molecule 1,ligand,unknown,Humans,ICAM1,P05362
DB00109,Enfuvirtide,BE0000398,Env polyprotein,inhibitor,yes,Human immunodeficiency virus 1,gp41,Q53I07
DB00110,Palivizumab,BE0000686,Fusion glycoprotein F0,binder,yes,Human respiratory syncytial virus B (strain 18537),F,P13843
DB00110,Palivizumab,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,binder,yes,Humans,FCGR3B,O75015
DB00110,Palivizumab,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,binder,yes,Humans,FCGR3A,P08637
DB00110,Palivizumab,BE0000710,High affinity immunoglobulin gamma Fc receptor I,binder,yes,Humans,FCGR1A,P12314
DB00110,Palivizumab,BE0002093,Complement C1r subcomponent,activator,yes,Humans,C1R,P00736
DB00110,Palivizumab,BE0002094,Complement C1q subcomponent subunit A,activator,yes,Humans,C1QA,P02745
DB00110,Palivizumab,BE0002095,Complement C1q subcomponent subunit B,activator,yes,Humans,C1QB,P02746
DB00110,Palivizumab,BE0002096,Complement C1q subcomponent subunit C,activator,yes,Humans,C1QC,P02747
DB00110,Palivizumab,BE0010205,Fusion glycoprotein F0,modulator,unknown,Human respiratory syncytial virus A (strain A2),F,P03420
DB00110,Palivizumab,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,binder,no,Humans,FCGR2B,P31994
DB00111,Daclizumab,BE0000658,Interleukin-2 receptor subunit alpha,antibody,yes,Humans,IL2RA,P01589
DB00111,Daclizumab,BE0000651,Interleukin-2 receptor subunit beta,antibody,yes,Humans,IL2RB,P14784
DB00111,Daclizumab,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,,unknown,Humans,FCGR3B,O75015
DB00111,Daclizumab,BE0002093,Complement C1r subcomponent,,unknown,Humans,C1R,P00736
DB00111,Daclizumab,BE0002094,Complement C1q subcomponent subunit A,,unknown,Humans,C1QA,P02745
DB00111,Daclizumab,BE0002095,Complement C1q subcomponent subunit B,,unknown,Humans,C1QB,P02746
DB00111,Daclizumab,BE0002096,Complement C1q subcomponent subunit C,,unknown,Humans,C1QC,P02747
DB00111,Daclizumab,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,,unknown,Humans,FCGR3A,P08637
DB00111,Daclizumab,BE0000710,High affinity immunoglobulin gamma Fc receptor I,,unknown,Humans,FCGR1A,P12314
DB00111,Daclizumab,BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,,unknown,Humans,FCGR2A,P12318
DB00111,Daclizumab,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,,unknown,Humans,FCGR2B,P31994
DB00111,Daclizumab,BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,,unknown,Humans,FCGR2C,P31995
DB00112,Bevacizumab,BE0000163,"Vascular endothelial growth factor A, long form",inhibitor,yes,Humans,VEGFA,P15692
DB00112,Bevacizumab,BE0002094,Complement C1q subcomponent subunit A,activator,no,Humans,C1QA,P02745
DB00112,Bevacizumab,BE0002095,Complement C1q subcomponent subunit B,activator,no,Humans,C1QB,P02746
DB00112,Bevacizumab,BE0002096,Complement C1q subcomponent subunit C,activator,no,Humans,C1QC,P02747
DB00112,Bevacizumab,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,activator,no,Humans,FCGR3A,P08637
DB00112,Bevacizumab,BE0000710,High affinity immunoglobulin gamma Fc receptor I,activator,no,Humans,FCGR1A,P12314
DB00112,Bevacizumab,BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,activator,no,Humans,FCGR2A,P12318
DB00112,Bevacizumab,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,activator,no,Humans,FCGR2B,P31994
DB00112,Bevacizumab,BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,activator,no,Humans,FCGR2C,P31995
DB00113,Technetium Tc-99m arcitumomab,BE0000107,Cell adhesion molecule CEACAM1,other/unknown,unknown,Humans,CEACAM1,P13688
DB00114,Pyridoxal phosphate,BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",inhibitor,yes,Humans,ABAT,P80404
DB00114,Pyridoxal phosphate,BE0000048,Prothrombin,inhibitor,unknown,Humans,F2,P00734
DB00114,Pyridoxal phosphate,BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",cofactor,unknown,Humans,AGXT2,Q9BYV1
DB00114,Pyridoxal phosphate,BE0000378,Glutamate decarboxylase 1,cofactor,unknown,Humans,GAD1,Q99259
DB00114,Pyridoxal phosphate,BE0000323,Cystathionine beta-synthase,cofactor,unknown,Humans,CBS,P35520
DB00114,Pyridoxal phosphate,BE0000392,Kynureninase,cofactor,unknown,Humans,KYNU,Q16719
DB00114,Pyridoxal phosphate,BE0000331,"Serine hydroxymethyltransferase, cytosolic",cofactor,unknown,Humans,SHMT1,P34896
DB00114,Pyridoxal phosphate,BE0000151,Cysteine desulfurase,cofactor,unknown,Humans,NFS1,Q9Y697
DB00114,Pyridoxal phosphate,BE0000529,"Aspartate aminotransferase, cytoplasmic",activator,unknown,Humans,GOT1,P17174
DB00114,Pyridoxal phosphate,BE0000424,"Ornithine aminotransferase, mitochondrial",cofactor,unknown,Humans,OAT,P04181
DB00114,Pyridoxal phosphate,BE0000404,Ornithine decarboxylase,cofactor,unknown,Humans,ODC1,P11926
DB00114,Pyridoxal phosphate,BE0000727,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",cofactor,unknown,Humans,AADAT,Q8N5Z0
DB00114,Pyridoxal phosphate,BE0000181,Pyridoxine-5'-phosphate oxidase,cofactor,unknown,Humans,PNPO,Q9NVS9
DB00114,Pyridoxal phosphate,BE0000778,Sphingosine-1-phosphate lyase 1,cofactor,unknown,Humans,SGPL1,O95470
DB00114,Pyridoxal phosphate,BE0000692,Tyrosine aminotransferase,cofactor,unknown,Humans,TAT,P17735
DB00114,Pyridoxal phosphate,BE0000273,Kynurenine--oxoglutarate transaminase 1,cofactor,unknown,Humans,KYAT1,Q16773
DB00114,Pyridoxal phosphate,BE0000007,"Glycogen phosphorylase, liver form",cofactor,unknown,Humans,PYGL,P06737
DB00114,Pyridoxal phosphate,BE0000660,Serine palmitoyltransferase 2,cofactor,unknown,Humans,SPTLC2,O15270
DB00114,Pyridoxal phosphate,BE0000079,Cysteine sulfinic acid decarboxylase,cofactor,unknown,Humans,CSAD,Q9Y600
DB00114,Pyridoxal phosphate,BE0000002,Histidine decarboxylase,cofactor,unknown,Humans,HDC,P19113
DB00114,Pyridoxal phosphate,BE0000448,Antizyme inhibitor 2,cofactor,unknown,Humans,AZIN2,Q96A70
DB00114,Pyridoxal phosphate,BE0000164,L-serine dehydratase/L-threonine deaminase,cofactor,unknown,Humans,SDS,P20132
DB00114,Pyridoxal phosphate,BE0000518,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",cofactor,unknown,Humans,GCAT,O75600
DB00114,Pyridoxal phosphate,BE0000618,"Glycine dehydrogenase (decarboxylating), mitochondrial",cofactor,unknown,Humans,GLDC,P23378
DB00114,Pyridoxal phosphate,BE0000667,Alanine aminotransferase 1,cofactor,unknown,Humans,GPT,P24298
DB00114,Pyridoxal phosphate,BE0000603,Phosphoserine aminotransferase,cofactor,unknown,Humans,PSAT1,Q9Y617
DB00114,Pyridoxal phosphate,BE0000409,"5-aminolevulinate synthase, non-specific, mitochondrial",cofactor,unknown,Humans,ALAS1,P13196
DB00114,Pyridoxal phosphate,BE0000316,Alanine--glyoxylate aminotransferase,cofactor,unknown,Humans,AGXT,P21549
DB00114,Pyridoxal phosphate,BE0000278,Chronophin,cofactor,unknown,Humans,PDXP,Q96GD0
DB00114,Pyridoxal phosphate,BE0000441,Serine palmitoyltransferase 1,cofactor,unknown,Humans,SPTLC1,O15269
DB00114,Pyridoxal phosphate,BE0000791,Cystathionine gamma-lyase,cofactor,unknown,Humans,CTH,P32929
DB00114,Pyridoxal phosphate,BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",cofactor,unknown,Humans,BCAT1,P54687
DB00114,Pyridoxal phosphate,BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",cofactor,unknown,Humans,BCAT2,O15382
DB00114,Pyridoxal phosphate,BE0002149,Pyridoxal phosphate homeostasis protein,binder,unknown,Humans,PLPBP,O94903
DB00114,Pyridoxal phosphate,BE0000383,"Aspartate aminotransferase, mitochondrial",cofactor,unknown,Humans,GOT2,P00505
DB00114,Pyridoxal phosphate,BE0002150,"Glycogen phosphorylase, brain form",cofactor,unknown,Humans,PYGB,P11216
DB00114,Pyridoxal phosphate,BE0000916,"Glycogen phosphorylase, muscle form",cofactor,unknown,Humans,PYGM,P11217
DB00114,Pyridoxal phosphate,BE0002151,Aromatic-L-amino-acid decarboxylase,cofactor,unknown,Humans,DDC,P20711
DB00114,Pyridoxal phosphate,BE0002154,Serine hydroxymethyltransferase,cofactor,unknown,Humans,,Q53ET4
DB00114,Pyridoxal phosphate,BE0000602,Glutamate decarboxylase 2,cofactor,unknown,Humans,GAD2,Q05329
DB00114,Pyridoxal phosphate,BE0002162,Kynurenine--oxoglutarate transaminase 3,cofactor,unknown,Humans,KYAT3,Q6YP21
DB00114,Pyridoxal phosphate,BE0002163,Acidic amino acid decarboxylase GADL1,cofactor,unknown,Humans,GADL1,Q6ZQY3
DB00114,Pyridoxal phosphate,BE0004605,Selenocysteine lyase,cofactor,unknown,Humans,SCLY,Q96I15
DB00114,Pyridoxal phosphate,BE0004612,Immunoglobulin superfamily member 10,cofactor,unknown,Humans,IGSF10,Q6WRI0
DB00114,Pyridoxal phosphate,BE0002164,5-phosphohydroxy-L-lysine phospho-lyase,cofactor,unknown,Humans,PHYKPL,Q8IUZ5
DB00114,Pyridoxal phosphate,BE0000292,"Serine hydroxymethyltransferase, mitochondrial",cofactor,unknown,Humans,SHMT2,P34897
DB00114,Pyridoxal phosphate,BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",cofactor,unknown,Humans,ALAS2,P22557
DB00114,Pyridoxal phosphate,BE0002166,Alanine aminotransferase 2,cofactor,unknown,Humans,GPT2,Q8TD30
DB00114,Pyridoxal phosphate,BE0002167,Molybdenum cofactor sulfurase,cofactor,unknown,Humans,MOCOS,Q96EN8
DB00114,Pyridoxal phosphate,BE0002168,Serine dehydratase-like,cofactor,unknown,Humans,SDSL,Q96GA7
DB00114,Pyridoxal phosphate,BE0000388,Serine racemase,cofactor,unknown,Humans,SRR,Q9GZT4
DB00114,Pyridoxal phosphate,BE0002171,O-phosphoseryl-tRNA(Sec) selenium transferase,cofactor,unknown,Humans,SEPSECS,Q9HD40
DB00114,Pyridoxal phosphate,BE0002172,Serine palmitoyltransferase 3,cofactor,unknown,Humans,SPTLC3,Q9NUV7
DB00114,Pyridoxal phosphate,BE0002173,Glutamate decarboxylase 2,cofactor,unknown,Humans,GAD65,Q9UGI5
DB00114,Pyridoxal phosphate,BE0010222,Aspartate aminotransferase,cofactor,unknown,Humans,GOT1,P17174
DB00115,Cyanocobalamin,BE0000734,Methionine synthase,cofactor,yes,Humans,MTR,Q99707
DB00115,Cyanocobalamin,BE0000777,"Methylmalonyl-CoA mutase, mitochondrial",cofactor,yes,Humans,MMUT,P22033
DB00115,Cyanocobalamin,BE0000763,Methionine synthase reductase,cofactor,unknown,Humans,MTRR,Q9UBK8
DB00115,Cyanocobalamin,BE0000320,"Methylmalonic aciduria type A protein, mitochondrial",binder,unknown,Humans,MMAA,Q8IVH4
DB00115,Cyanocobalamin,BE0002175,Cyanocobalamin reductase / alkylcobalamin dealkylase,cofactor,unknown,Humans,MMACHC,Q9Y4U1
DB00115,Cyanocobalamin,BE0002176,Methylenetetrahydrofolate reductase (NADPH),cofactor,unknown,Humans,MTHFR,P42898
DB00116,Tetrahydrofolic acid,BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic",cofactor,unknown,Humans,MTHFD1,P11586
DB00116,Tetrahydrofolic acid,BE0000268,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",cofactor,unknown,Humans,MTHFD2,P13995
DB00116,Tetrahydrofolic acid,BE0000010,"Aminomethyltransferase, mitochondrial",cofactor,unknown,Humans,AMT,P48728
DB00116,Tetrahydrofolic acid,BE0000933,Cytosolic 10-formyltetrahydrofolate dehydrogenase,cofactor,unknown,Humans,ALDH1L1,O75891
DB00116,Tetrahydrofolic acid,BE0000734,Methionine synthase,cofactor,unknown,Humans,MTR,Q99707
DB00116,Tetrahydrofolic acid,BE0000822,Formimidoyltransferase-cyclodeaminase,cofactor,unknown,Humans,FTCD,O95954
DB00116,Tetrahydrofolic acid,BE0001240,Bifunctional purine biosynthesis protein ATIC,cofactor,unknown,Humans,ATIC,P31939
DB00116,Tetrahydrofolic acid,BE0000331,"Serine hydroxymethyltransferase, cytosolic",cofactor,unknown,Humans,SHMT1,P34896
DB00116,Tetrahydrofolic acid,BE0000292,"Serine hydroxymethyltransferase, mitochondrial",cofactor,unknown,Humans,SHMT2,P34897
DB00116,Tetrahydrofolic acid,BE0002176,Methylenetetrahydrofolate reductase (NADPH),cofactor,unknown,Humans,MTHFR,P42898
DB00116,Tetrahydrofolic acid,BE0002154,Serine hydroxymethyltransferase,cofactor,unknown,Humans,,Q53ET4
DB00116,Tetrahydrofolic acid,BE0002177,"Methionyl-tRNA formyltransferase, mitochondrial",cofactor,unknown,Humans,MTFMT,Q96DP5
DB00117,Histidine,BE0000002,Histidine decarboxylase,,unknown,Humans,HDC,P19113
DB00117,Histidine,BE0000740,"Histidine--tRNA ligase, cytoplasmic",,unknown,Humans,HARS1,P12081
DB00117,Histidine,BE0000285,Sodium-coupled neutral amino acid transporter 3,,unknown,Humans,SLC38A3,Q99624
DB00117,Histidine,BE0000086,Histidine ammonia-lyase,,unknown,Humans,HAL,P42357
DB00118,Ademetionine,BE0002089,Catechol O-methyltransferase,cofactor,unknown,Humans,COMT,P21964
DB00118,Ademetionine,BE0008997,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,,unknown,Humans,CMTR1,Q8N1G2
DB00118,Ademetionine,BE0005015,Arsenite methyltransferase,,unknown,Humans,AS3MT,Q9HBK9
DB00118,Ademetionine,BE0000372,Glycine N-methyltransferase,cofactor,unknown,Humans,GNMT,Q14749
DB00118,Ademetionine,BE0000101,S-adenosylmethionine decarboxylase proenzyme,cofactor,unknown,Humans,AMD1,P17707
DB00118,Ademetionine,BE0000304,S-adenosylmethionine synthase isoform type-2,cofactor,unknown,Humans,MAT2A,P31153
DB00118,Ademetionine,BE0000323,Cystathionine beta-synthase,activator,unknown,Humans,CBS,P35520
DB00118,Ademetionine,BE0000407,S-adenosylmethionine synthase isoform type-1,cofactor,unknown,Humans,MAT1A,Q00266
DB00119,Pyruvic acid,BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",inhibitor,yes,Humans,ABAT,P80404
DB00119,Pyruvic acid,BE0000535,Carbonic anhydrase 4,inhibitor,unknown,Humans,CA4,P22748
DB00119,Pyruvic acid,BE0000449,Monocarboxylate transporter 4,,unknown,Humans,SLC16A3,O15427
DB00119,Pyruvic acid,BE0000178,Monocarboxylate transporter 8,,unknown,Humans,SLC16A2,P36021
DB00119,Pyruvic acid,BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",,unknown,Humans,AGXT2,Q9BYV1
DB00119,Pyruvic acid,BE0000386,Monocarboxylate transporter 6,,unknown,Humans,SLC16A5,O15375
DB00119,Pyruvic acid,BE0000046,Pyruvate kinase PKLR,,unknown,Humans,PKLR,P30613
DB00119,Pyruvic acid,BE0000174,Monocarboxylate transporter 7,,unknown,Humans,SLC16A6,O15403
DB00119,Pyruvic acid,BE0000440,Monocarboxylate transporter 2,,unknown,Humans,SLC16A7,O60669
DB00119,Pyruvic acid,BE0000098,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",,unknown,Humans,PDHB,P11177
DB00119,Pyruvic acid,BE0000088,Pyruvate kinase PKM,,unknown,Humans,PKM,P14618
DB00119,Pyruvic acid,BE0000195,Monocarboxylate transporter 5,,unknown,Humans,SLC16A4,O15374
DB00119,Pyruvic acid,BE0000361,Monocarboxylate transporter 3,,unknown,Humans,SLC16A8,O95907
DB00119,Pyruvic acid,BE0000669,Monocarboxylate transporter 1,,unknown,Humans,SLC16A1,P53985
DB00119,Pyruvic acid,BE0000698,"Pyruvate carboxylase, mitochondrial",,unknown,Humans,PC,P11498
DB00120,Phenylalanine,BE0000614,Tyrosine 3-monooxygenase,binder,yes,Humans,TH,P07101
DB00120,Phenylalanine,BE0000692,Tyrosine aminotransferase,,unknown,Humans,TAT,P17735
DB00120,Phenylalanine,BE0000789,Large neutral amino acids transporter small subunit 2,,unknown,Humans,SLC7A8,Q9UHI5
DB00120,Phenylalanine,BE0000038,Phenylalanine--tRNA ligase alpha subunit,,unknown,Humans,FARSA,Q9Y285
DB00120,Phenylalanine,BE0000753,Phenylalanine-4-hydroxylase,,unknown,Humans,PAH,P00439
DB00120,Phenylalanine,BE0000028,"Phenylalanine--tRNA ligase, mitochondrial",,unknown,Humans,FARS2,O95363
DB00120,Phenylalanine,BE0000561,Phenylalanine--tRNA ligase beta subunit,,unknown,Humans,FARSB,Q9NSD9
DB00121,Biotin,BE0000544,"Propionyl-CoA carboxylase beta chain, mitochondrial",cofactor,unknown,Humans,PCCB,P05166
DB00121,Biotin,BE0000159,Biotin--protein ligase,substrate,unknown,Humans,HLCS,P50747
DB00121,Biotin,BE0000072,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",cofactor,unknown,Humans,MCCC2,Q9HCC0
DB00121,Biotin,BE0000702,Acetyl-CoA carboxylase 2,cofactor,unknown,Humans,ACACB,O00763
DB00121,Biotin,BE0000445,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",cofactor,unknown,Humans,MCCC1,Q96RQ3
DB00121,Biotin,BE0000698,"Pyruvate carboxylase, mitochondrial",cofactor,unknown,Humans,PC,P11498
DB00121,Biotin,BE0000492,"Propionyl-CoA carboxylase alpha chain, mitochondrial",cofactor,unknown,Humans,PCCA,P05165
DB00121,Biotin,BE0000626,Acetyl-CoA carboxylase 1,cofactor,unknown,Humans,ACACA,Q13085
DB00122,Choline,BE0000738,Neuronal acetylcholine receptor subunit alpha-2,inhibitor,unknown,Humans,CHRNA2,Q15822
DB00122,Choline,BE0002341,Neuronal acetylcholine receptor subunit alpha-7,agonist,unknown,Humans,CHRNA7,P36544
DB00122,Choline,BE0000494,Choline-phosphate cytidylyltransferase B,product of,no,Humans,PCYT1B,Q9Y5K3
DB00123,Lysine,BE0000212,High affinity cationic amino acid transporter 1,,unknown,Humans,SLC7A1,P30825
DB00123,Lysine,BE0000052,Cationic amino acid transporter 4,,unknown,Humans,SLC7A4,O43246
DB00123,Lysine,BE0000136,Cationic amino acid transporter 3,,unknown,Humans,SLC7A3,Q8WY07
DB00123,Lysine,BE0000562,Cationic amino acid transporter 2,,unknown,Humans,SLC7A2,P52569
DB00123,Lysine,BE0000198,Lysine--tRNA ligase,,unknown,Humans,KARS1,Q15046
DB00125,Arginine,BE0000136,Cationic amino acid transporter 3,,unknown,Humans,SLC7A3,Q8WY07
DB00125,Arginine,BE0001260,"Thymidine kinase, cytosolic",modulator,unknown,Humans,TK1,P04183
DB00125,Arginine,BE0000448,Antizyme inhibitor 2,,unknown,Humans,AZIN2,Q96A70
DB00125,Arginine,BE0000520,Argininosuccinate lyase,,unknown,Humans,ASL,P04424
DB00125,Arginine,BE0000005,"Nitric oxide synthase, inducible",,unknown,Humans,NOS2,P35228
DB00125,Arginine,BE0000212,High affinity cationic amino acid transporter 1,,unknown,Humans,SLC7A1,P30825
DB00125,Arginine,BE0000758,"Arginase-2, mitochondrial",,unknown,Humans,ARG2,P78540
DB00125,Arginine,BE0000052,Cationic amino acid transporter 4,,unknown,Humans,SLC7A4,O43246
DB00125,Arginine,BE0000671,Argininosuccinate synthase,,unknown,Humans,ASS1,P00966
DB00125,Arginine,BE0000263,Nitric oxide synthase 3,,unknown,Humans,NOS3,P29474
DB00126,Ascorbic acid,BE0000168,Solute carrier family 23 member 1,modulator,unknown,Humans,SLC23A1,Q9UHI7
DB00126,Ascorbic acid,BE0009869,Solute carrier family 23 member 2,modulator,unknown,Humans,SLC23A2,Q9UGH3
DB00126,Ascorbic acid,BE0001361,Hyaluronate lyase,inhibitor,unknown,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),,Q54873
