drugbank_id,drug_name,transporter_id,transporter_name,actions,organism,gene_name,uniprot_id
DB05239,Cobimetinib,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB05294,Vandetanib,BE0000785,Multidrug resistance-associated protein 1,inhibitor,Humans,ABCC1,P33527
DB05294,Vandetanib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB05294,Vandetanib,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB05294,Vandetanib,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB05381,Histamine,BE0003647,Solute carrier family 22 member 2,"substrate, inhibitor",Humans,SLC22A2,O15244
DB05381,Histamine,BE0003648,Solute carrier family 22 member 1,,Humans,SLC22A1,O15245
DB05381,Histamine,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB05381,Histamine,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB05382,Iodine,BE0009346,Sodium/iodide cotransporter,substrate,Humans,SLC5A5,Q92911
DB05382,Iodine,BE0009874,Pendrin,substrate,Humans,SLC26A4,O43511
DB05383,Pimagedine,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB05467,Palovarotene,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB05467,Palovarotene,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB05467,Palovarotene,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB05467,Palovarotene,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB05467,Palovarotene,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB05501,Mavorixafor,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB05501,Mavorixafor,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB05501,Mavorixafor,BE0003657,Multidrug and toxin extrusion protein 1,inhibitor,Humans,SLC47A1,Q96FL8
DB05521,Telaprevir,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB05540,Alanosine,BE0000030,Cystine/glutamate transporter,,Humans,SLC7A11,Q9UPY5
DB05667,Levoketoconazole,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB05667,Levoketoconazole,BE0003657,Multidrug and toxin extrusion protein 1,inhibitor,Humans,SLC47A1,Q96FL8
DB05667,Levoketoconazole,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB05676,Apremilast,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB05773,Trastuzumab emtansine,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB05804,Prasterone sulfate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB05804,Prasterone sulfate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB05804,Prasterone sulfate,BE0001004,Solute carrier organic anion transporter family member 1B1,,Humans,SLCO1B1,Q9Y6L6
DB05804,Prasterone sulfate,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB05804,Prasterone sulfate,BE0001042,Solute carrier organic anion transporter family member 2B1,,Humans,SLCO2B1,O94956
DB05804,Prasterone sulfate,BE0004710,Sodium-dependent organic anion transporter,,Humans,SLC10A6,Q3KNW5
DB05804,Prasterone sulfate,BE0000703,Bile salt export pump,substrate,Humans,ABCB11,O95342
DB05812,Abiraterone,BE0000785,Multidrug resistance-associated protein 1,inhibitor,Humans,ABCC1,P33527
DB05812,Abiraterone,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB05889,Inotuzumab ozogamicin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB05928,Dovitinib,BE0001061,ATP-binding cassette sub-family C member 3,,Humans,ABCC3,O15438
DB05928,Dovitinib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,"inhibitor, inducer",Humans,ABCG2,Q9UNQ0
DB05928,Dovitinib,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB05928,Dovitinib,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB05928,Dovitinib,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB05928,Dovitinib,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB05990,Obeticholic acid,BE0000703,Bile salt export pump,"inhibitor, inducer",Humans,ABCB11,O95342
DB06016,Cariprazine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB06045,Trofinetide,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06045,Trofinetide,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB06137,Tirbanibulin,BE0003657,Multidrug and toxin extrusion protein 1,inhibitor,Humans,SLC47A1,Q96FL8
DB06137,Tirbanibulin,BE0004752,Multidrug and toxin extrusion protein 2,inhibitor,Humans,SLC47A2,Q86VL8
DB06137,Tirbanibulin,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06137,Tirbanibulin,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB06137,Tirbanibulin,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB06137,Tirbanibulin,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB06151,Acetylcysteine,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06151,Acetylcysteine,BE0001066,Solute carrier family 22 member 6,substrate,Humans,SLC22A6,Q4U2R8
DB06176,Romidepsin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06176,Romidepsin,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB06176,Romidepsin,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB06176,Romidepsin,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06176,Romidepsin,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB06176,Romidepsin,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB06199,Atrasentan,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06199,Atrasentan,BE0001004,Solute carrier organic anion transporter family member 1B1,"substrate, inhibitor",Humans,SLCO1B1,Q9Y6L6
DB06199,Atrasentan,BE0003659,Solute carrier organic anion transporter family member 1B3,"substrate, inhibitor",Humans,SLCO1B3,Q9NPD5
DB06207,Silodosin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06207,Silodosin,BE0003641,Phosphatidylcholine translocator ABCB4,substrate,Humans,ABCB4,P21439
DB06210,Eltrombopag,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06210,Eltrombopag,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06211,Doripenem,BE0003645,Organic anion transporter 3,substrate,Humans,SLC22A8,Q8TCC7
DB06212,Tolvaptan,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06228,Rivaroxaban,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06228,Rivaroxaban,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB06234,Maribavir,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06234,Maribavir,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB06237,Avanafil,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06237,Avanafil,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06240,Tariquidar,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB06262,Droxidopa,BE0000486,Sodium-dependent noradrenaline transporter,substrate,Humans,SLC6A2,P23975
DB06262,Droxidopa,BE0003654,Monocarboxylate transporter 10,inhibitor,Humans,SLC16A10,Q8TF71
DB06263,Amrubicin,BE0002369,ATP-binding cassette sub-family B member 5,substrate,Humans,ABCB5,Q2M3G0
DB06282,Levocetirizine,BE0000879,Solute carrier family 22 member 11,substrate,Humans,SLC22A11,Q9NSA0
DB06287,Temsirolimus,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06288,Amisulpride,BE0003657,Multidrug and toxin extrusion protein 1,"substrate, inhibitor",Humans,SLC47A1,Q96FL8
DB06288,Amisulpride,BE0004752,Multidrug and toxin extrusion protein 2,"substrate, inhibitor",Humans,SLC47A2,Q86VL8
DB06288,Amisulpride,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06288,Amisulpride,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB06288,Amisulpride,BE0003648,Solute carrier family 22 member 1,substrate,Humans,SLC22A1,O15245
DB06290,Simeprevir,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06290,Simeprevir,BE0001004,Solute carrier organic anion transporter family member 1B1,"substrate, inhibitor",Humans,SLCO1B1,Q9Y6L6
DB06290,Simeprevir,BE0003659,Solute carrier organic anion transporter family member 1B3,"substrate, inhibitor",Humans,SLCO1B3,Q9NPD5
DB06290,Simeprevir,BE0001069,ATP-binding cassette sub-family C member 2,"substrate, inhibitor",Humans,ABCC2,Q92887
DB06290,Simeprevir,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,"substrate, inhibitor",Humans,ABCG2,Q9UNQ0
DB06290,Simeprevir,BE0001042,Solute carrier organic anion transporter family member 2B1,substrate,Humans,SLCO2B1,O94956
DB06290,Simeprevir,BE0003644,Hepatic sodium/bile acid cotransporter,inhibitor,Humans,SLC10A1,Q14973
DB06290,Simeprevir,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB06292,Dapagliflozin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06335,Saxagliptin,BE0000785,Multidrug resistance-associated protein 1,substrate,Humans,ABCC1,P33527
DB06335,Saxagliptin,BE0003653,Solute carrier organic anion transporter family member 4C1,substrate,Humans,SLCO4C1,Q6ZQN7
DB06335,Saxagliptin,BE0003645,Organic anion transporter 3,substrate,Humans,SLC22A8,Q8TCC7
DB06374,Elacestrant,BE0001042,Solute carrier organic anion transporter family member 2B1,substrate,Humans,SLCO2B1,O94956
DB06374,Elacestrant,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB06374,Elacestrant,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06403,Ambrisentan,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06403,Ambrisentan,BE0001004,Solute carrier organic anion transporter family member 1B1,substrate,Humans,SLCO1B1,Q9Y6L6
DB06403,Ambrisentan,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB06414,Etravirine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB06414,Etravirine,BE0003641,Phosphatidylcholine translocator ABCB4,inhibitor,Humans,ABCB4,P21439
DB06419,Cethromycin,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06420,Annamycin,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB06448,Lonafarnib,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06448,Lonafarnib,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06448,Lonafarnib,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB06448,Lonafarnib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06448,Lonafarnib,BE0001069,ATP-binding cassette sub-family C member 2,inhibitor,Humans,ABCC2,Q92887
DB06480,Prucalopride,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06554,Gaboxadol,BE0000536,Proton-coupled amino acid transporter 1,substrate,Humans,SLC36A1,Q7Z2H8
DB06589,Pazopanib,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06589,Pazopanib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB06589,Pazopanib,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06589,Pazopanib,BE0003541,UDP-glucuronosyltransferase 1A1,inhibitor,Humans,UGT1A1,P22309
DB06603,Panobinostat,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06605,Apixaban,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06605,Apixaban,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB06608,Tafenoquine,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB06608,Tafenoquine,BE0003657,Multidrug and toxin extrusion protein 1,inhibitor,Humans,SLC47A1,Q96FL8
DB06608,Tafenoquine,BE0004752,Multidrug and toxin extrusion protein 2,inhibitor,Humans,SLC47A2,Q86VL8
DB06616,Bosutinib,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06626,Axitinib,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06626,Axitinib,BE0001004,Solute carrier organic anion transporter family member 1B1,"substrate, inhibitor",Humans,SLCO1B1,Q9Y6L6
DB06636,Isavuconazonium,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB06636,Isavuconazonium,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06636,Isavuconazonium,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB06637,Dalfampridine,BE0003647,Solute carrier family 22 member 2,substrate,Humans,SLC22A2,O15244
DB06654,Safinamide,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06654,Safinamide,BE0003661,Solute carrier organic anion transporter family member 3A1,substrate,Humans,SLCO3A1,Q9UIG8
DB06670,Odanacatib,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06691,Mepyramine,BE0000757,Solute carrier family 22 member 4,,Humans,SLC22A4,Q9H015
DB06691,Mepyramine,BE0000106,Organic cation/carnitine transporter 2,,Humans,SLC22A5,O76082
DB06695,Dabigatran etexilate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06702,Fesoterodine,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB06704,Iobenguane,BE0000486,Sodium-dependent noradrenaline transporter,substrate,Humans,SLC6A2,P23975
DB06709,Methacholine,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB06710,Methyltestosterone,BE0003642,Solute carrier organic anion transporter family member 1A2,"inhibitor, inducer",Humans,SLCO1A2,P46721
DB06710,Methyltestosterone,BE0003645,Organic anion transporter 3,inducer,Humans,SLC22A8,Q8TCC7
DB06721,Gimatecan,BE0001004,Solute carrier organic anion transporter family member 1B1,substrate,Humans,SLCO1B1,Q9Y6L6
DB06756,Betaine,BE0004777,Sodium- and chloride-dependent betaine transporter,substrate,Humans,SLC6A12,P48065
DB06757,Manganese cation,BE0009903,Metal cation symporter ZIP14,substrate,Humans,SLC39A14,Q15043
DB06757,Manganese cation,BE0008685,Natural resistance-associated macrophage protein 2,substrate,Humans,SLC11A2,P49281
DB06757,Manganese cation,BE0009899,Calcium/manganese antiporter SLC30A10,substrate,Humans,SLC30A10,Q6XR72
DB06757,Manganese cation,BE0004624,Transient receptor potential cation channel subfamily M member 7,,Humans,TRPM7,Q96QT4
DB06772,Cabazitaxel,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB06772,Cabazitaxel,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB06772,Cabazitaxel,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB06772,Cabazitaxel,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB06778,Cupric sulfate,BE0000530,Albumin,,Humans,ALB,P02768
DB06778,Cupric sulfate,BE0001140,Ceruloplasmin,,Humans,CP,P00450
DB06796,Mangafodipir,BE0008685,Natural resistance-associated macrophage protein 2,substrate,Humans,SLC11A2,P49281
DB06813,Pralatrexate,BE0004711,Reduced folate transporter,substrate,Humans,SLC19A1,P41440
DB06813,Pralatrexate,BE0001069,ATP-binding cassette sub-family C member 2,"substrate, inhibitor",Humans,ABCC2,Q92887
DB06813,Pralatrexate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB06813,Pralatrexate,BE0001048,Proton-coupled folate transporter,substrate,Humans,SLC46A1,Q96NT5
DB06813,Pralatrexate,BE0001061,ATP-binding cassette sub-family C member 3,"substrate, inhibitor",Humans,ABCC3,O15438
DB06813,Pralatrexate,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB07101,Mirdametinib,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB07101,Mirdametinib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB07565,Chloramphenicol succinate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB07767,Ferulic acid,BE0000669,Monocarboxylate transporter 1,substrate,Humans,SLC16A1,P53985
DB07767,Ferulic acid,BE0000449,Monocarboxylate transporter 4,substrate,Humans,SLC16A3,O15427
DB08795,Azidocillin,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB08795,Azidocillin,BE0001018,Solute carrier family 15 member 1,inhibitor,Humans,SLC15A1,P46059
DB08795,Azidocillin,BE0001134,Solute carrier family 15 member 2,inhibitor,Humans,SLC15A2,Q16348
DB08816,Ticagrelor,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB08818,Hyaluronic acid,BE0003639,ATP-binding cassette sub-family C member 5,substrate,Humans,ABCC5,O15440
DB08820,Ivacaftor,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB08822,Azilsartan medoxomil,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB08824,Ioflupane I-123,BE0000647,Sodium-dependent dopamine transporter,,Humans,SLC6A3,Q01959
DB08827,Lomitapide,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB08828,Vismodegib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB08828,Vismodegib,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB08830,Dehydroascorbic acid,BE0001057,"Solute carrier family 2, facilitated glucose transporter member 1",,Humans,SLC2A1,P11166
DB08831,2-deoxyglucose,BE0001057,"Solute carrier family 2, facilitated glucose transporter member 1",,Humans,SLC2A1,P11166
DB08833,Taurochenodeoxycholic acid,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB08833,Taurochenodeoxycholic acid,BE0000030,Cystine/glutamate transporter,,Humans,SLC7A11,Q9UPY5
DB08834,Tauroursodeoxycholic acid,BE0003642,Solute carrier organic anion transporter family member 1A2,substrate,Humans,SLCO1A2,P46721
DB08834,Tauroursodeoxycholic acid,BE0000030,Cystine/glutamate transporter,substrate,Humans,SLC7A11,Q9UPY5
DB08834,Tauroursodeoxycholic acid,BE0004750,ATP-binding cassette sub-family G member 5,downregulator,Humans,ABCG5,Q9H222
DB08834,Tauroursodeoxycholic acid,BE0004751,ATP-binding cassette sub-family G member 8,downregulator,Humans,ABCG8,Q9H221
DB08834,Tauroursodeoxycholic acid,BE0000703,Bile salt export pump,regulator,Humans,ABCB11,O95342
DB08835,Spaglumic acid,BE0000536,Proton-coupled amino acid transporter 1,"substrate, other",Humans,SLC36A1,Q7Z2H8
DB08836,Temocapril,BE0001018,Solute carrier family 15 member 1,,Humans,SLC15A1,P46059
DB08836,Temocapril,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB08837,Tetraethylammonium,BE0003648,Solute carrier family 22 member 1,,Humans,SLC22A1,O15245
DB08837,Tetraethylammonium,BE0003647,Solute carrier family 22 member 2,substrate,Humans,SLC22A2,O15244
DB08837,Tetraethylammonium,BE0003650,Solute carrier family 22 member 3,,Humans,SLC22A3,O75751
DB08837,Tetraethylammonium,BE0000757,Solute carrier family 22 member 4,,Humans,SLC22A4,Q9H015
DB08837,Tetraethylammonium,BE0000106,Organic cation/carnitine transporter 2,,Humans,SLC22A5,O76082
DB08837,Tetraethylammonium,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB08837,Tetraethylammonium,BE0003657,Multidrug and toxin extrusion protein 1,substrate,Humans,SLC47A1,Q96FL8
DB08838,Agmatine,BE0003648,Solute carrier family 22 member 1,substrate,Humans,SLC22A1,O15245
DB08838,Agmatine,BE0003647,Solute carrier family 22 member 2,substrate,Humans,SLC22A2,O15244
DB08838,Agmatine,BE0003650,Solute carrier family 22 member 3,substrate,Humans,SLC22A3,O75751
DB08838,Agmatine,BE0004769,Y+L amino acid transporter 1,substrate,Humans,SLC7A7,Q9UM01
DB08839,Serotonin,BE0003647,Solute carrier family 22 member 2,,Humans,SLC22A2,O15244
DB08840,N-methylnicotinamide,BE0003647,Solute carrier family 22 member 2,,Humans,SLC22A2,O15244
DB08840,N-methylnicotinamide,BE0003657,Multidrug and toxin extrusion protein 1,substrate,Humans,SLC47A1,Q96FL8
DB08840,N-methylnicotinamide,BE0004752,Multidrug and toxin extrusion protein 2,substrate,Humans,SLC47A2,Q86VL8
DB08841,Tyramine,BE0003650,Solute carrier family 22 member 3,,Humans,SLC22A3,O75751
DB08842,Acetylcarnitine,BE0000106,Organic cation/carnitine transporter 2,,Humans,SLC22A5,O76082
DB08842,Acetylcarnitine,BE0004785,Solute carrier family 22 member 21,substrate,Mouse,Slc22a21,Q9WTN6
DB08843,GS 0573,BE0001066,Solute carrier family 22 member 6,,Humans,SLC22A6,Q4U2R8
DB08844,Uric acid,BE0001066,Solute carrier family 22 member 6,,Humans,SLC22A6,Q4U2R8
DB08844,Uric acid,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB08844,Uric acid,BE0004783,"Solute carrier family 2, facilitated glucose transporter member 9",substrate,Humans,SLC2A9,Q9NRM0
DB08846,Ellagic acid,BE0001066,Solute carrier family 22 member 6,"substrate, inhibitor",Humans,SLC22A6,Q4U2R8
DB08846,Ellagic acid,BE0000879,Solute carrier family 22 member 11,,Humans,SLC22A11,Q9NSA0
DB08847,Hydroxyproline,BE0000536,Proton-coupled amino acid transporter 1,,Humans,SLC36A1,Q7Z2H8
DB08849,Nipecotic acid,BE0000536,Proton-coupled amino acid transporter 1,,Humans,SLC36A1,Q7Z2H8
DB08855,Leukotriene C4,BE0001004,Solute carrier organic anion transporter family member 1B1,,Humans,SLCO1B1,Q9Y6L6
DB08855,Leukotriene C4,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB08856,DADLE,BE0001004,Solute carrier organic anion transporter family member 1B1,,Humans,SLCO1B1,Q9Y6L6
DB08857,Bamet-UD2,BE0001004,Solute carrier organic anion transporter family member 1B1,,Humans,SLCO1B1,Q9Y6L6
DB08858,cis-Diamminechlorocholylglycinateplatinum(II),BE0001004,Solute carrier organic anion transporter family member 1B1,,Humans,SLCO1B1,Q9Y6L6
DB08860,Pitavastatin,BE0001004,Solute carrier organic anion transporter family member 1B1,"substrate, inhibitor",Humans,SLCO1B1,Q9Y6L6
DB08860,Pitavastatin,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB08860,Pitavastatin,BE0001042,Solute carrier organic anion transporter family member 2B1,substrate,Humans,SLCO2B1,O94956
DB08860,Pitavastatin,BE0003644,Hepatic sodium/bile acid cotransporter,substrate,Humans,SLC10A1,Q14973
DB08860,Pitavastatin,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB08860,Pitavastatin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB08860,Pitavastatin,BE0001069,ATP-binding cassette sub-family C member 2,substrate,Humans,ABCC2,Q92887
DB08860,Pitavastatin,BE0000703,Bile salt export pump,substrate,Humans,ABCB11,O95342
DB08861,DPDPE,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB08862,Cholecystokinin,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB08862,Cholecystokinin,BE0001004,Solute carrier organic anion transporter family member 1B1,"substrate, inhibitor",Humans,SLCO1B1,Q9Y6L6
DB08862,Cholecystokinin,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB08864,Rilpivirine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB08864,Rilpivirine,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB08864,Rilpivirine,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB08864,Rilpivirine,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB08865,Crizotinib,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
