drugbank_id,drug_name,transporter_id,transporter_name,actions,organism,gene_name,uniprot_id
DB00437,Allopurinol,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00437,Allopurinol,BE0003647,Solute carrier family 22 member 2,,Humans,SLC22A2,O15244
DB00438,Ceftazidime,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00439,Cerivastatin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00439,Cerivastatin,BE0001069,ATP-binding cassette sub-family C member 2,substrate,Humans,ABCC2,Q92887
DB00439,Cerivastatin,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00439,Cerivastatin,BE0001004,Solute carrier organic anion transporter family member 1B1,"substrate, inhibitor",Humans,SLCO1B1,Q9Y6L6
DB00439,Cerivastatin,BE0000703,Bile salt export pump,substrate,Humans,ABCB11,O95342
DB00440,Trimethoprim,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00440,Trimethoprim,BE0003657,Multidrug and toxin extrusion protein 1,"substrate, inhibitor",Humans,SLC47A1,Q96FL8
DB00440,Trimethoprim,BE0004752,Multidrug and toxin extrusion protein 2,"substrate, inhibitor",Humans,SLC47A2,Q86VL8
DB00441,Gemcitabine,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00441,Gemcitabine,BE0003651,ATP-binding cassette sub-family C member 10,substrate,Humans,ABCC10,Q5T3U5
DB00441,Gemcitabine,BE0001204,Equilibrative nucleoside transporter 1,substrate,Humans,SLC29A1,Q99808
DB00441,Gemcitabine,BE0004705,Sodium/nucleoside cotransporter 1,,Humans,SLC28A1,O00337
DB00441,Gemcitabine,BE0004706,Equilibrative nucleoside transporter 2,,Humans,SLC29A2,Q14542
DB00441,Gemcitabine,BE0003672,Solute carrier family 28 member 3,substrate,Humans,SLC28A3,Q9HAS3
DB00443,Betamethasone,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00444,Teniposide,BE0003640,ATP-binding cassette sub-family C member 6,substrate,Humans,ABCC6,O95255
DB00444,Teniposide,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00445,Epirubicin,BE0000785,Multidrug resistance-associated protein 1,substrate,Humans,ABCC1,P33527
DB00446,Chloramphenicol,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00447,Loracarbef,BE0001018,Solute carrier family 15 member 1,inhibitor,Humans,SLC15A1,P46059
DB00447,Loracarbef,BE0001134,Solute carrier family 15 member 2,inhibitor,Humans,SLC15A2,Q16348
DB00448,Lansoprazole,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB00448,Lansoprazole,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB00448,Lansoprazole,BE0003645,Organic anion transporter 3,inhibitor,Humans,SLC22A8,Q8TCC7
DB00448,Lansoprazole,BE0003648,Solute carrier family 22 member 1,,Humans,SLC22A1,O15245
DB00448,Lansoprazole,BE0003647,Solute carrier family 22 member 2,,Humans,SLC22A2,O15244
DB00448,Lansoprazole,BE0003650,Solute carrier family 22 member 3,,Humans,SLC22A3,O75751
DB00451,Levothyroxine,BE0003660,Solute carrier organic anion transporter family member 1C1,substrate,Humans,SLCO1C1,Q9NYB5
DB00451,Levothyroxine,BE0000178,Monocarboxylate transporter 8,inhibitor,Humans,SLC16A2,P36021
DB00451,Levothyroxine,BE0001032,ATP-dependent translocase ABCB1,inducer,Humans,ABCB1,P08183
DB00451,Levothyroxine,BE0003642,Solute carrier organic anion transporter family member 1A2,substrate,Humans,SLCO1A2,P46721
DB00451,Levothyroxine,BE0001004,Solute carrier organic anion transporter family member 1B1,substrate,Humans,SLCO1B1,Q9Y6L6
DB00451,Levothyroxine,BE0003656,Solute carrier organic anion transporter family member 4A1,substrate,Humans,SLCO4A1,Q96BD0
DB00451,Levothyroxine,BE0000222,Large neutral amino acids transporter small subunit 1,,Humans,SLC7A5,Q01650
DB00451,Levothyroxine,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB00454,Meperidine,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00455,Loratadine,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB00455,Loratadine,BE0000703,Bile salt export pump,substrate,Humans,ABCB11,O95342
DB00456,Cefalotin,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB00456,Cefalotin,BE0001018,Solute carrier family 15 member 1,inhibitor,Humans,SLC15A1,P46059
DB00456,Cefalotin,BE0001134,Solute carrier family 15 member 2,inhibitor,Humans,SLC15A2,Q16348
DB00456,Cefalotin,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00456,Cefalotin,BE0003645,Organic anion transporter 3,inhibitor,Humans,SLC22A8,Q8TCC7
DB00456,Cefalotin,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB00456,Cefalotin,BE0003646,Solute carrier family 22 member 7,inhibitor,Humans,SLC22A7,Q9Y694
DB00457,Prazosin,BE0003648,Solute carrier family 22 member 1,"substrate, inhibitor",Humans,SLC22A1,O15245
DB00457,Prazosin,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB00457,Prazosin,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor, modulator",Humans,ABCB1,P08183
DB00457,Prazosin,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00458,Imipramine,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00458,Imipramine,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB00458,Imipramine,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB00458,Imipramine,BE0000757,Solute carrier family 22 member 4,inhibitor,Humans,SLC22A4,Q9H015
DB00468,Quinine,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB00468,Quinine,BE0003648,Solute carrier family 22 member 1,"substrate, inhibitor",Humans,SLC22A1,O15245
DB00468,Quinine,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB00468,Quinine,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB00468,Quinine,BE0003642,Solute carrier organic anion transporter family member 1A2,inhibitor,Humans,SLCO1A2,P46721
DB00468,Quinine,BE0000757,Solute carrier family 22 member 4,inhibitor,Humans,SLC22A4,Q9H015
DB00468,Quinine,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB00469,Tenoxicam,BE0003645,Organic anion transporter 3,inhibitor,Humans,SLC22A8,Q8TCC7
DB00470,Dronabinol,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB00470,Dronabinol,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB00470,Dronabinol,BE0000785,Multidrug resistance-associated protein 1,inhibitor,Humans,ABCC1,P33527
DB00471,Montelukast,BE0001042,Solute carrier organic anion transporter family member 2B1,substrate,Humans,SLCO2B1,O94956
DB00472,Fluoxetine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB00476,Duloxetine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB00477,Chlorpromazine,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB00477,Chlorpromazine,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB00480,Lenalidomide,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00481,Raloxifene,BE0001004,Solute carrier organic anion transporter family member 1B1,substrate,Humans,SLCO1B1,Q9Y6L6
DB00481,Raloxifene,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB00481,Raloxifene,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00481,Raloxifene,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00481,Raloxifene,BE0001069,ATP-binding cassette sub-family C member 2,substrate,Humans,ABCC2,Q92887
DB00481,Raloxifene,BE0001061,ATP-binding cassette sub-family C member 3,substrate,Humans,ABCC3,O15438
DB00481,Raloxifene,BE0001188,ATP-binding cassette sub-family C member 4,substrate,Humans,ABCC4,O15439
DB00482,Celecoxib,BE0001188,ATP-binding cassette sub-family C member 4,inhibitor,Humans,ABCC4,O15439
DB00482,Celecoxib,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB00482,Celecoxib,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00482,Celecoxib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00485,Dicloxacillin,BE0001018,Solute carrier family 15 member 1,inhibitor,Humans,SLC15A1,P46059
DB00485,Dicloxacillin,BE0001134,Solute carrier family 15 member 2,inhibitor,Humans,SLC15A2,Q16348
DB00490,Buspirone,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB00492,Fosinopril,BE0001018,Solute carrier family 15 member 1,substrate,Humans,SLC15A1,P46059
DB00492,Fosinopril,BE0001134,Solute carrier family 15 member 2,substrate,Humans,SLC15A2,Q16348
DB00493,Cefotaxime,BE0001018,Solute carrier family 15 member 1,inhibitor,Humans,SLC15A1,P46059
DB00493,Cefotaxime,BE0001134,Solute carrier family 15 member 2,inhibitor,Humans,SLC15A2,Q16348
DB00493,Cefotaxime,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00493,Cefotaxime,BE0003645,Organic anion transporter 3,inhibitor,Humans,SLC22A8,Q8TCC7
DB00493,Cefotaxime,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB00493,Cefotaxime,BE0003646,Solute carrier family 22 member 7,inhibitor,Humans,SLC22A7,Q9Y694
DB00495,Zidovudine,BE0003647,Solute carrier family 22 member 2,,Humans,SLC22A2,O15244
DB00495,Zidovudine,BE0001066,Solute carrier family 22 member 6,substrate,Humans,SLC22A6,Q4U2R8
DB00495,Zidovudine,BE0003646,Solute carrier family 22 member 7,,Humans,SLC22A7,Q9Y694
DB00495,Zidovudine,BE0003645,Organic anion transporter 3,"substrate, inhibitor",Humans,SLC22A8,Q8TCC7
DB00495,Zidovudine,BE0000879,Solute carrier family 22 member 11,,Humans,SLC22A11,Q9NSA0
DB00495,Zidovudine,BE0004705,Sodium/nucleoside cotransporter 1,,Humans,SLC28A1,O00337
DB00495,Zidovudine,BE0004706,Equilibrative nucleoside transporter 2,,Humans,SLC29A2,Q14542
DB00495,Zidovudine,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00495,Zidovudine,BE0001188,ATP-binding cassette sub-family C member 4,substrate,Humans,ABCC4,O15439
DB00495,Zidovudine,BE0003639,ATP-binding cassette sub-family C member 5,substrate,Humans,ABCC5,O15440
DB00495,Zidovudine,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00499,Flutamide,BE0000785,Multidrug resistance-associated protein 1,substrate,Humans,ABCC1,P33527
DB00500,Tolmetin,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00501,Cimetidine,BE0001032,ATP-dependent translocase ABCB1,"substrate, inducer",Humans,ABCB1,P08183
DB00501,Cimetidine,BE0003647,Solute carrier family 22 member 2,"substrate, inhibitor",Humans,SLC22A2,O15244
DB00501,Cimetidine,BE0003648,Solute carrier family 22 member 1,"substrate, inhibitor",Humans,SLC22A1,O15245
DB00501,Cimetidine,BE0003650,Solute carrier family 22 member 3,"substrate, inhibitor",Humans,SLC22A3,O75751
DB00501,Cimetidine,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB00501,Cimetidine,BE0001066,Solute carrier family 22 member 6,"substrate, inhibitor",Humans,SLC22A6,Q4U2R8
DB00501,Cimetidine,BE0003645,Organic anion transporter 3,"substrate, inhibitor",Humans,SLC22A8,Q8TCC7
DB00501,Cimetidine,BE0003657,Multidrug and toxin extrusion protein 1,"substrate, inhibitor",Humans,SLC47A1,Q96FL8
DB00501,Cimetidine,BE0000757,Solute carrier family 22 member 4,inhibitor,Humans,SLC22A4,Q9H015
DB00501,Cimetidine,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB00501,Cimetidine,BE0003646,Solute carrier family 22 member 7,"substrate, inhibitor",Humans,SLC22A7,Q9Y694
DB00501,Cimetidine,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB00501,Cimetidine,BE0004752,Multidrug and toxin extrusion protein 2,"substrate, inhibitor",Humans,SLC47A2,Q86VL8
DB00502,Haloperidol,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB00503,Ritonavir,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor, inducer",Humans,ABCB1,P08183
DB00503,Ritonavir,BE0000785,Multidrug resistance-associated protein 1,"inhibitor, inducer",Humans,ABCC1,P33527
DB00503,Ritonavir,BE0003642,Solute carrier organic anion transporter family member 1A2,inhibitor,Humans,SLCO1A2,P46721
DB00503,Ritonavir,BE0001069,ATP-binding cassette sub-family C member 2,substrate,Humans,ABCC2,Q92887
DB00503,Ritonavir,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB00503,Ritonavir,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB00503,Ritonavir,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB00503,Ritonavir,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB00503,Ritonavir,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB00508,Triflupromazine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB00509,Dextrothyroxine,BE0001004,Solute carrier organic anion transporter family member 1B1,,Humans,SLCO1B1,Q9Y6L6
DB00509,Dextrothyroxine,BE0003660,Solute carrier organic anion transporter family member 1C1,,Humans,SLCO1C1,Q9NYB5
DB00509,Dextrothyroxine,BE0003656,Solute carrier organic anion transporter family member 4A1,,Humans,SLCO4A1,Q96BD0
DB00509,Dextrothyroxine,BE0003653,Solute carrier organic anion transporter family member 4C1,,Humans,SLCO4C1,Q6ZQN7
DB00509,Dextrothyroxine,BE0000222,Large neutral amino acids transporter small subunit 1,,Humans,SLC7A5,Q01650
DB00515,Cisplatin,BE0001061,ATP-binding cassette sub-family C member 3,inducer,Humans,ABCC3,O15438
DB00515,Cisplatin,BE0003639,ATP-binding cassette sub-family C member 5,inducer,Humans,ABCC5,O15440
DB00515,Cisplatin,BE0001069,ATP-binding cassette sub-family C member 2,inducer,Humans,ABCC2,Q92887
DB00515,Cisplatin,BE0003647,Solute carrier family 22 member 2,"substrate, inhibitor",Humans,SLC22A2,O15244
DB00515,Cisplatin,BE0003649,High affinity copper uptake protein 1,substrate,Humans,SLC31A1,O15431
DB00515,Cisplatin,BE0003662,Protein SLC31A2,substrate,Humans,SLC31A2,O15432
DB00515,Cisplatin,BE0003640,ATP-binding cassette sub-family C member 6,substrate,Humans,ABCC6,O95255
DB00515,Cisplatin,BE0003664,Copper-transporting ATPase 2,substrate,Humans,ATP7B,P35670
DB00515,Cisplatin,BE0003666,Copper-transporting ATPase 1,substrate,Humans,ATP7A,Q04656
DB00515,Cisplatin,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00518,Albendazole,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00519,Trandolapril,BE0001018,Solute carrier family 15 member 1,substrate,Humans,SLC15A1,P46059
DB00519,Trandolapril,BE0001134,Solute carrier family 15 member 2,substrate,Humans,SLC15A2,Q16348
DB00520,Caspofungin,BE0003648,Solute carrier family 22 member 1,,Humans,SLC22A1,O15245
DB00520,Caspofungin,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB00520,Caspofungin,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00520,Caspofungin,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB00520,Caspofungin,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB00523,Alitretinoin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00526,Oxaliplatin,BE0003647,Solute carrier family 22 member 2,substrate,Humans,SLC22A2,O15244
DB00526,Oxaliplatin,BE0003649,High affinity copper uptake protein 1,substrate,Humans,SLC31A1,O15431
DB00526,Oxaliplatin,BE0003650,Solute carrier family 22 member 3,substrate,Humans,SLC22A3,O75751
DB00526,Oxaliplatin,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00526,Oxaliplatin,BE0001069,ATP-binding cassette sub-family C member 2,substrate,Humans,ABCC2,Q92887
DB00526,Oxaliplatin,BE0003664,Copper-transporting ATPase 2,substrate,Humans,ATP7B,P35670
DB00526,Oxaliplatin,BE0003666,Copper-transporting ATPase 1,substrate,Humans,ATP7A,Q04656
DB00529,Foscarnet,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00529,Foscarnet,BE0000669,Monocarboxylate transporter 1,substrate,Humans,SLC16A1,P53985
DB00530,Erlotinib,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB00530,Erlotinib,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB00530,Erlotinib,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB00533,Rofecoxib,BE0001188,ATP-binding cassette sub-family C member 4,inhibitor,Humans,ABCC4,O15439
DB00535,Cefdinir,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB00535,Cefdinir,BE0001018,Solute carrier family 15 member 1,"substrate, inhibitor",Humans,SLC15A1,P46059
DB00535,Cefdinir,BE0001134,Solute carrier family 15 member 2,inhibitor,Humans,SLC15A2,Q16348
DB00535,Cefdinir,BE0001066,Solute carrier family 22 member 6,substrate,Humans,SLC22A6,Q4U2R8
DB00535,Cefdinir,BE0003645,Organic anion transporter 3,substrate,Humans,SLC22A8,Q8TCC7
DB00536,Guanidine,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB00536,Guanidine,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB00536,Guanidine,BE0003650,Solute carrier family 22 member 3,"substrate, inhibitor",Humans,SLC22A3,O75751
DB00536,Guanidine,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB00536,Guanidine,BE0003645,Organic anion transporter 3,inhibitor,Humans,SLC22A8,Q8TCC7
DB00536,Guanidine,BE0000757,Solute carrier family 22 member 4,inhibitor,Humans,SLC22A4,Q9H015
DB00536,Guanidine,BE0003657,Multidrug and toxin extrusion protein 1,substrate,Humans,SLC47A1,Q96FL8
DB00536,Guanidine,BE0004752,Multidrug and toxin extrusion protein 2,,Humans,SLC47A2,Q86VL8
DB00537,Ciprofloxacin,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00537,Ciprofloxacin,BE0003657,Multidrug and toxin extrusion protein 1,"substrate, inhibitor",Humans,SLC47A1,Q96FL8
DB00537,Ciprofloxacin,BE0004752,Multidrug and toxin extrusion protein 2,inhibitor,Humans,SLC47A2,Q86VL8
DB00539,Toremifene,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00540,Nortriptyline,BE0000486,Sodium-dependent noradrenaline transporter,"substrate, inhibitor",Humans,SLC6A2,P23975
DB00540,Nortriptyline,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00541,Vincristine,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor, inducer",Humans,ABCB1,P08183
DB00541,Vincristine,BE0001061,ATP-binding cassette sub-family C member 3,inhibitor,Humans,ABCC3,O15438
DB00541,Vincristine,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB00541,Vincristine,BE0000785,Multidrug resistance-associated protein 1,"substrate, inhibitor",Humans,ABCC1,P33527
DB00541,Vincristine,BE0003651,ATP-binding cassette sub-family C member 10,"substrate, inhibitor",Humans,ABCC10,Q5T3U5
DB00541,Vincristine,BE0001069,ATP-binding cassette sub-family C member 2,"substrate, inhibitor",Humans,ABCC2,Q92887
DB00541,Vincristine,BE0000703,Bile salt export pump,substrate,Humans,ABCB11,O95342
DB00541,Vincristine,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00541,Vincristine,BE0004770,RalA-binding protein 1,substrate,Humans,RALBP1,Q15311
DB00541,Vincristine,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB00541,Vincristine,BE0003659,Solute carrier organic anion transporter family member 1B3,inhibitor,Humans,SLCO1B3,Q9NPD5
DB00542,Benazepril,BE0001018,Solute carrier family 15 member 1,substrate,Humans,SLC15A1,P46059
DB00542,Benazepril,BE0001134,Solute carrier family 15 member 2,substrate,Humans,SLC15A2,Q16348
DB00544,Fluorouracil,BE0003646,Solute carrier family 22 member 7,substrate,Humans,SLC22A7,Q9Y694
DB00544,Fluorouracil,BE0001204,Equilibrative nucleoside transporter 1,substrate,Humans,SLC29A1,Q99808
DB00544,Fluorouracil,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00544,Fluorouracil,BE0001061,ATP-binding cassette sub-family C member 3,substrate,Humans,ABCC3,O15438
DB00544,Fluorouracil,BE0001188,ATP-binding cassette sub-family C member 4,substrate,Humans,ABCC4,O15439
DB00544,Fluorouracil,BE0003639,ATP-binding cassette sub-family C member 5,substrate,Humans,ABCC5,O15440
DB00549,Zafirlukast,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,antagonist,Humans,ABCG2,Q9UNQ0
DB00549,Zafirlukast,BE0003644,Hepatic sodium/bile acid cotransporter,inhibitor,Humans,SLC10A1,Q14973
DB00554,Piroxicam,BE0001066,Solute carrier family 22 member 6,inhibitor,Humans,SLC22A6,Q4U2R8
DB00554,Piroxicam,BE0003645,Organic anion transporter 3,inhibitor,Humans,SLC22A8,Q8TCC7
DB00554,Piroxicam,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB00554,Piroxicam,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB00555,Lamotrigine,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB00555,Lamotrigine,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB00555,Lamotrigine,BE0003648,Solute carrier family 22 member 1,substrate,Humans,SLC22A1,O15245
DB00557,Hydroxyzine,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00559,Bosentan,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB00563,Methotrexate,BE0001061,ATP-binding cassette sub-family C member 3,"substrate, inhibitor",Humans,ABCC3,O15438
DB00563,Methotrexate,BE0001188,ATP-binding cassette sub-family C member 4,"substrate, inhibitor",Humans,ABCC4,O15439
DB00563,Methotrexate,BE0000785,Multidrug resistance-associated protein 1,"substrate, inhibitor",Humans,ABCC1,P33527
DB00563,Methotrexate,BE0001066,Solute carrier family 22 member 6,"substrate, inhibitor",Humans,SLC22A6,Q4U2R8
DB00563,Methotrexate,BE0003651,ATP-binding cassette sub-family C member 10,inhibitor,Humans,ABCC10,Q5T3U5
DB00563,Methotrexate,BE0003645,Organic anion transporter 3,"substrate, inhibitor",Humans,SLC22A8,Q8TCC7
DB00563,Methotrexate,BE0001069,ATP-binding cassette sub-family C member 2,"substrate, inhibitor",Humans,ABCC2,Q92887
DB00563,Methotrexate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB00563,Methotrexate,BE0003642,Solute carrier organic anion transporter family member 1A2,substrate,Humans,SLCO1A2,P46721
DB00563,Methotrexate,BE0000669,Monocarboxylate transporter 1,substrate,Humans,SLC16A1,P53985
DB00563,Methotrexate,BE0003658,ATP-binding cassette sub-family C member 11,substrate,Humans,ABCC11,Q96J66
DB00563,Methotrexate,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB00563,Methotrexate,BE0000879,Solute carrier family 22 member 11,substrate,Humans,SLC22A11,Q9NSA0
DB00563,Methotrexate,BE0003660,Solute carrier organic anion transporter family member 1C1,substrate,Humans,SLCO1C1,Q9NYB5
DB00563,Methotrexate,BE0003661,Solute carrier organic anion transporter family member 3A1,substrate,Humans,SLCO3A1,Q9UIG8
DB00563,Methotrexate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB00563,Methotrexate,BE0003646,Solute carrier family 22 member 7,substrate,Humans,SLC22A7,Q9Y694
DB00563,Methotrexate,BE0001048,Proton-coupled folate transporter,"substrate, inhibitor",Humans,SLC46A1,Q96NT5
DB00563,Methotrexate,BE0001004,Solute carrier organic anion transporter family member 1B1,substrate,Humans,SLCO1B1,Q9Y6L6
DB00563,Methotrexate,BE0003653,Solute carrier organic anion transporter family member 4C1,,Humans,SLCO4C1,Q6ZQN7
DB00563,Methotrexate,BE0004711,Reduced folate transporter,substrate,Humans,SLC19A1,P41440
DB00563,Methotrexate,BE0003405,Folate receptor alpha,substrate,Humans,FOLR1,P15328
DB00563,Methotrexate,BE0000271,Folate receptor beta,substrate,Humans,FOLR2,P14207
DB00563,Methotrexate,BE0001018,Solute carrier family 15 member 1,substrate,Humans,SLC15A1,P46059
DB00563,Methotrexate,BE0000536,Proton-coupled amino acid transporter 1,substrate,Humans,SLC36A1,Q7Z2H8
DB00564,Carbamazepine,BE0001032,ATP-dependent translocase ABCB1,inducer,Humans,ABCB1,P08183
DB00564,Carbamazepine,BE0004770,RalA-binding protein 1,substrate,Humans,RALBP1,Q15311
DB00564,Carbamazepine,BE0001069,ATP-binding cassette sub-family C member 2,substrate,Humans,ABCC2,Q92887
