drugbank_id,drug_name,smiles
DB15782,Cetyl palmitate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
DB15783,Pargeverine,C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
DB15784,Carmoterol,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1
DB15785,Myrtecaine,CCN(CC)CCOCCC1=CC[C@H]2C[C@@H]1C2(C)C
DB15790,Mecloxamine,CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(Cl)cc1
DB15791,MK-0668,N#Cc1cccc(S(=O)(=O)N2C[C@H](NC3CCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1
DB15793,Zinc phenolsulfonate,O=S(=O)([O-])c1ccc(O)cc1.O=S(=O)([O-])c1ccc(O)cc1.[Zn+2]
DB15795,Adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
DB15796,GC-376 free acid,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O
DB15797,GC-373,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)CC1CCNC1=O
DB15816,Calcium monoethylfumarate,CCOC(=O)/C=C/C(=O)[O-].CCOC(=O)/C=C/C(=O)[O-].[Ca+2]
DB15817,Magnesium monoethylfumarate,CCOC(=O)/C=C/C(=O)[O-].CCOC(=O)/C=C/C(=O)[O-].[Mg+2]
DB15818,Zinc monoethylfumarate,CCOC(=O)/C=C/C(=O)[O-].CCOC(=O)/C=C/C(=O)[O-].[Zn+2]
DB15819,Potassium aspartate,N[C@@H](CC(=O)[O-])C(=O)[O-].N[C@@H](CC(=O)[O-])C(=O)[O-].O.[H+].[H+].[K+].[K+]
DB15821,Fluocortolone caproate,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB15822,Pralsetinib,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1
DB15825,Dihydroxyaluminum sodium carbonate,O=C([O-])[O-].[Na+].[OH][Al+][OH]
DB15827,Ciclonium bromide,CC[N+](C)(CC)CCOC(C)(c1ccccc1)C1CC2C=CC1C2.[Br-]
DB15830,Ruscogenin,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
DB15831,alpha-Keto-beta-methylvaleric acid,CCC(C)C(=O)C(=O)O
DB15832,Desmeninol,CSCCC(O)C(=O)O
DB15833,alpha-Keto-isoleucine,CC[C@H](C)C(=O)C(=O)O
DB15835,Desonide sodium phosphate,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)COP(=O)([O-])[O-])O1.[Na+].[Na+]
DB15841,Potassium metabisulfite,O=S([O-])S(=O)(=O)[O-].[K+].[K+]
DB15842,Sodium metabisulfite,O=S([O-])S(=O)(=O)[O-].[Na+].[Na+]
DB15861,Buthiazide,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
DB15872,L-alpha-Glycerophosphorylethanolamine,NCCOP(=O)(O)OC[C@H](O)CO
DB15873,Copper oxodotreotide Cu-64,C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)O)CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O.[64Cu+2]
DB15875,"1,3,5-Trimethoxybenzene",COc1cc(OC)cc(OC)c1
DB15877,Cetyltrimethylammonium naproxenate,CCCCCCCCCCCCCCCC[N+](C)(C)C.COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1
DB15878,Molybdate,[O]=[Mo](=[O])([O-])[O-]
DB15880,Dermatan sulfate,CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)[C@@H](OS(=O)(=O)[O-])[C@@H](CO)O[C@H]1O
DB15881,Clonazoline,Clc1ccc(CC2=NCCN2)c2ccccc12
DB15882,Sulfamethylthiazole,Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1
DB15883,Piroxicam cinnamate,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)/C=C/c2ccccc2)c2ccccc2S1(=O)=O
DB15884,Methylisothiazolinone,Cn1sccc1=O
DB15885,Methacetin methoxy-C-13,CC(=O)Nc1ccc(O[13CH3])cc1
DB15886,Carvasept,Cc1cc(Cl)c(C(C)C)cc1O
DB15887,Fluorocholine F-18,C[N+](C)(C)CC[18F]
DB15888,Pipethanate,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
DB15901,o-Cymen-5-ol,Cc1cc(O)ccc1C(C)C
DB15902,Fepradinol,CC(C)(CO)NCC(O)c1ccccc1
DB15903,Chlormadinone acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB15905,Nicotinaldehyde,O=Cc1cccnc1
DB15906,Acetylene,C#C
DB15907,Escin,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]2(CO)C(CC1(C)C)C1=CCC3[C@@]4(C)CCC(O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O.C/C=C(\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]2(CO)C(CC1(C)C)C1=CCC3[C@@]4(C)CCC(O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O
DB15908,Alexitol sodium,O=C([O-])[O-].OCC(O)C(O)C(O)C(O)CO.[Al+3].[Na+].[OH-]
DB15909,alpha-Carotene,CC1=CCCC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
DB15911,Amfenac,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1
DB15912,Calcium hypochlorite,[Ca+2].[O-]Cl.[O-]Cl
DB15914,Cryptoxanthin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)CCC1
DB15915,Camphor monobromide,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br
DB15916,Anethole,C/C=C/c1ccc(OC)cc1
DB15917,Camphene,C=C1C2CCC(C2)C1(C)C
DB15918,Fenchone,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2
DB15919,Diquafosol,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB15920,Menthone,CC1CCC(C(C)C)C(=O)C1
DB15921,Tocopheryl nicotinate,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
DB15923,Potassium iodate,[K+].[O-][I+2]([O-])[O-]
DB15924,Molybdenum trioxide,[O]=[Mo](=[O])=[O]
DB15925,Ammonium bicarbonate,O=C([O-])O.[NH4+]
DB15926,Ammonium carbonate,O=C([O-])[O-].[NH4+].[NH4+]
DB15927,Amyl acetate,CCCCCOC(C)=O
DB15929,Bismuth oxide,[O]=[Bi][O][Bi]=[O]
DB15930,Carbaryl,CNC(=O)Oc1cccc2ccccc12
DB15931,Chamazulene,CCc1ccc(C)c2ccc(C)c-2c1
DB15932,Clemizole,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
DB15933,Cloxyquin,Oc1ccc(Cl)c2cccnc12
DB15934,Ferric glycerophosphate,O=P([O-])([O-])OC(CCO)CCO.O=P([O-])([O-])OCC(O)CO.[Fe+2].[Fe+2]
DB15942,Haletazole,CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3s2)cc1
DB15943,Hesperidin methylchalcone,COc1ccc(/C=C/C(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2OC)cc1O
DB15944,Menadione bisulfite,CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O
DB15945,Pirenoxine,O=C(O)c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1
DB15946,Piroctone,Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1
DB15947,Pitofenone,COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1
DB15948,Potassium glycerophosphate,O=P([O-])([O-])OCC(O)CO.[K+].[K+]
DB15949,Raubasine,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
DB15950,Sodium camphorsulfonate,CC1(C)[C@H]2CC[C@@]1(CS(=O)(=O)[O-])C(=O)C2.[Na+]
DB15951,Azapentacene,O=S(=O)([O-])c1ccc2c(c1)N=c1cc3c(cc1N2)=Nc1cc(S(=O)(=O)[O-])ccc1N3.[Na+].[Na+]
DB15952,Sodium nitrate,O=[N+]([O-])[O-].[Na+]
DB15953,Stearyl alcohol,CCCCCCCCCCCCCCCCCCO
DB15954,Strychnine,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
DB15955,Teprenone,CC(=O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
DB15956,Terpineol,CC1=CCC(C(C)(C)O)CC1
DB15957,Terpinyl acetate,CC(=O)OC(C)(C)C1CC=C(C)CC1
DB15958,Thiamine disulfide,C/C(=C(\CCO)SS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
DB15959,Tripamide,NS(=O)(=O)c1cc(C(=O)NN2C[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2)ccc1Cl
DB15960,Troclosene,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl
DB15961,Zinc iodide,[I][Zn][I]
DB15962,Calcium fluoride,[F][Ca][F]
DB15963,Thioctamide,NC(=O)CCCCC1CCSS1
DB15964,Dynasore,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2cc1O
DB15967,"2,3-Dimercapto-1-propanesulfonic acid",O=S(=O)(O)CC(S)CS
DB15968,Butropium,CCCCOc1ccc(C[N+]2(C)[C@@H]3CC[C@H]2C[C@@H](OC(=O)[C@H](CO)c2ccccc2)C3)cc1
DB15969,Carbazochrome sulfonic acid,CN1C2=CC(=O)/C(=N\NC(N)=O)C=C2CC1S(=O)(=O)O
DB15970,Chloroprednisone,C[C@]12C=CC(=O)C=C1[C@@H](Cl)C[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
DB15971,Clorotepine,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1
DB15973,Tauroselcholic acid,C[C@H](C[Se]CC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
DB15974,Gold sodium thiosulfate,O=S1(=O)[O][Au]2([O]S(=O)(=O)[S]2)[S]1.[Na+].[Na+].[Na+]
DB15975,Sulfametrole,COc1nsnc1NS(=O)(=O)c1ccc(N)cc1
DB15976,Tetroxoprim,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC
DB15977,Verbenone,CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C
DB15978,Parathiazine,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1
DB15979,Homochlorcyclizine,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
DB15980,Levocarnitine propionate,CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
DB15981,Josamycin propionate,CCC(=O)O[C@H]1/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@H](OC)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@H]1C
DB15982,Berotralstat,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1
DB15983,Menglytate,CCOCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C
DB15984,Clostebol acetate,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=C(Cl)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DB15985,Gamma-amino-beta-hydroxybutyric acid,NCC(O)CC(=O)O
DB15987,Piprinhydrinate,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
DB15988,Ephedrine levulinate,CN[C@@H](C)[C@H](OC(=O)CCC(C)=O)c1ccccc1
DB15990,Glycylglutamine,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O
DB15991,Glycyltyrosine,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
DB15992,Sulfogaiacol,COc1cc(S(=O)(=O)O)ccc1O
DB15993,Arginine aspartate,N=C(N)NCCC[C@H](N)C(=O)O.N[C@@H](CC(=O)O)C(=O)O
DB15994,Methane,C
DB15995,Nitric acid,O=[N+]([O-])O
DB15997,Perfluorooctane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DB15998,Potassium hydrogen DL-aspartate,NC(CC(=O)[O-])C(=O)O.[K+]
DB15999,Prednisolone caproate,CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB16000,Salicylamide O-acetic acid,NC(=O)c1ccccc1OCC(=O)O
DB16001,Testosterone decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DB16002,Testosterone isocaproate,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DB16003,Testosterone phenylpropionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
DB16004,Butedronic acid,O=C(O)CC(C(=O)O)C(P(=O)(O)O)P(=O)(O)O
DB16005,Triacetin,CC(=O)OCC(COC(C)=O)OC(C)=O
DB16006,Zinc DL-aspartate,[NH3+]C(CC(=O)[O-])C(=O)[O-].[NH3+]C(CC(=O)[O-])C(=O)[O-].[Zn+2]
DB16008,Nifekalant,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O
DB16009,LX-7101,Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12
DB16011,Levophencynonate,CN1C[C@H]2CCC[C@@H](C1)C2OC(=O)C(O)(c1ccccc1)C1CCCC1
DB16012,Celivarone,CCCCc1oc2ccc(C(=O)OC(C)C)cc2c1C(=O)c1ccc(CCCN(CCCC)CCCC)cc1
DB16013,SER-100,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O
DB16014,Bicyclol,COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2
DB16015,Bisphosphocin Nu-3,CCCCOP(=O)(O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1OP(=O)(O)OCCCC
DB16016,Histamine glutarimide,O=C1CCCC(=O)N1CCc1cnc[nH]1
DB16019,Gallium Ga-68 gozetotide,O=C([O-])CCc1ccc(O)c(CN(CCN(CC(=O)[O-])Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)[O-])c1.[68Ga+3]
DB16020,Ketocaine,CCCC(=O)c1ccccc1OCCN(C(C)C)C(C)C
DB16021,Levosulpiride,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
DB16022,Thenyldiamine,CN(C)CCN(Cc1ccsc1)c1ccccn1
DB16023,Monophosphothiamine,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1.[Cl-]
DB16024,Indocyanine green,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21.[Na+]
DB16025,Arginine PCA,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1
DB16026,NCX-1000,COc1cc(/C=C/C(=O)OCCCCO[N+](=O)[O-])ccc1OC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB16027,alpha-Hydroxylinoleic acid,CCCCC/C=C\C/C=C\CCCCCCC(O)C(=O)O
DB16028,Azemiglitazone,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1
DB16029,2-(5-fluoro-pentyl)-2-methyl-malonic-acid,CC(CCCCC[18F])(C(=O)O)C(=O)O
DB16030,VLX-1570,C=CC(=O)N1CC/C(=C\c2ccc(F)c([N+](=O)[O-])c2)C(=O)/C(=C/c2ccc(F)c([N+](=O)[O-])c2)C1
DB16031,TRO40303,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC/C(=N\O)[C@](C)(CCCO)[C@H]3CC[C@]12C
DB16032,GW810781,O=C(/C=C(\O)c1nc[nH]n1)c1ccc(Cc2ccc(F)cc2)o1
DB16033,GSK2798745,CC(C)(O)c1cnc(N2C[C@@]3(CCC[C@](C)(Cn4cnc5ccc(C#N)cc54)C3)OC2=O)cn1
DB16034,JBPOS0101,C[C@H](OC(N)=O)[C@@H](O)c1ccccc1Cl
DB16035,BFH772,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc2cc(Oc3cc(CO)ncn3)ccc12
DB16036,ABX-1431,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1
DB16037,BI 44370 TA,Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCOCC3)CC2)cc(C)c1O
DB16038,Plixorafenib,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12
DB16039,AN2898,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1C#N
DB16040,DU125530,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cc(Cl)cc3c2OCCO3)CC1
DB16041,EPI-589,CC1=C(C)C(=O)C(CC[C@@](C)(O)C(N)=O)=C(C)C1=O
DB16042,SB-773812,COc1cc2c(cc1S(=O)(=O)c1ccc(OCc3ccc(Cl)cc3)cc1)CCN(C)CC2
DB16043,PF-06882961,N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
DB16044,PF-05212377,Cc1nc2c(N3CCNCC3)cccc2n1S(=O)(=O)c1ccccc1
DB16045,TERN-101,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21
DB16046,Omzotirome,Cc1cc(Cc2c(C)nn(CCC(=O)O)c2C)c2c(c1O)CCC2
DB16047,Elraglusib,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3
DB16048,BTRX-246040,Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12
DB16049,Farudodstat,COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1
DB16050,FF-10101-01,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C
DB16051,MOL-4239,C[C@H](NC(=O)/C(C#N)=C/C=C/c1cccc(Br)n1)c1ccccc1
DB16052,2'-Fucosyllactose,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
DB16053,ARRY-502,COc1cc(Cl)ccc1CCNC(=O)c1ccc(Oc2cc3c(cc2Cl)[C@@H](C(=O)O)CCO3)cc1
DB16054,INCB-057643,CN1C(=O)C(C)(C)Oc2c(-c3cn(C)c(=O)c4[nH]ccc34)cc(S(C)(=O)=O)cc21
DB16055,PT-2385,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2
DB16056,GZ-389988,COc1ccc(COc2ccc(Cn3c(N)nc4cc(-c5cnn(C)c5)cnc43)cc2OC)cc1
DB16057,OBI-3424,C[C@@H](OP(=O)(N1CC1)N1CC1)c1ccc([N+](=O)[O-])c(Oc2cccc(C(=O)N(C)C)c2)c1
DB16058,AK106-001616,Cn1ncc2cc(-c3cc(CCC(=O)O)cc(N)c3OC3Cc4ccccc4C3)ccc21
DB16059,Darovasertib,CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1
DB16060,V116517,O=C(Nc1ccc(C(F)(F)F)cn1)N1CC=C(c2ncc([C@H](O)CO)cc2Cl)CC1
DB16061,Samuraciclib,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12
DB16062,Ro 24-7429,CNC1=Nc2ccc(Cl)cc2C(c2ccc[nH]2)=NC1
DB16063,2X-121,O=c1[nH]nc2c3c(cccc13)N=C(CN1Cc3ccccc3C1)N2
DB16064,LY-3200882,CC(C)(O)c1cc(Nc2cc(Oc3cn(C4CC4)nc3C3CCOCC3)ccn2)ccn1
DB16065,Proxalutamide,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(CCCc2ncco2)nc1
DB16066,Ilacirnon,Cc1cnc(C(=O)c2ncnc3[nH]ccc23)c(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c1
DB16067,Luvadaxistat,O=c1[nH]nc(CCc2ccc(C(F)(F)F)cc2)cc1O
DB16068,Navacaprant,CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1
DB16069,SP-420,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1
DB16070,Zetomipzomib,COc1ccc([C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1
DB16071,4'-Thio-fac,Nc1ccn([C@@H]2S[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)n1
DB16072,ORP-101,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(OCCOc5ccc6c7c5O[C@H]5[C@@]8(OC)CC[C@@]9(C[C@@H]8[C@](C)(O)C(C)(C)C)[C@@H](C6)N(CC6CC6)CC[C@]759)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
DB16073,AZD8529,Cc1cc(-c2nc(CN3CCNCC3)no2)cc2c1C(=O)N(Cc1ccc(OC(F)(F)F)cc1)C2
DB16074,LY2828360,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1
DB16075,8-Chloroadenosine,Nc1ncnc2c1nc(Cl)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB16076,GSK2245035,CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1
DB16078,Fexuprazan,CNCc1cn(S(=O)(=O)c2cccc(F)c2)c(-c2ccc(F)cc2F)c1OC
DB16079,Aclimostat,CO[C@@H]1[C@H](OC(=O)N2CC(CCN3CCOCC3)C2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
DB16080,Acolbifene,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21
DB16081,Acrizanib,CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3cc(C(F)(F)F)n(C)n3)c2)ncn1
DB16083,Adelmidrol,O=C(CCCCCCCC(=O)NCCO)NCCO
DB16084,Iron (III) oxide adipate,O=C([O-])CCCCC(=O)[O-]
DB16085,Aganepag isopropyl,CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2CCCc2ccc(C(=O)OC(C)C)s2)cc1
DB16087,Firmonertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C
DB16088,Amtolmetin guacil,Cc1ccc(C(=O)c2ccc(CC(=O)NCC(=O)O)n2C)cc1
DB16095,APG-1387,CN[C@@H](C)C(=O)N[C@H]1CN(S(=O)(=O)c2cccc(S(=O)(=O)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)c2)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O
