drugbank_id,drug_name,smiles
DB03706,1-Hydroxy-2-S-glutathionyl-3-para-nitrophenoxy-propane,N[C@@H](CCC(=O)N[C@@H](CS[C@@H](CO)COc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O
DB03707,S-Ethyl-N-Phenyl-Isothiourea,CCS/C(N)=N/c1ccccc1
DB03708,Adenosine 5'-phosphosulfate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O
DB03709,Bicine,O=C(O)CN(CCO)CCO
DB03710,[(1S)-4-(1-Aminobutylideneamino)-1-carboxybutyl]azanium,CCC/C(N)=N\CCC[C@H]([NH3+])C(=O)O
DB03711,6-Hydroxy-6-Methyl-Heptan-3-One,CCC(=O)CCC(C)(C)O
DB03712,RU85053,CC(=O)N[C@@H](Cc1ccc(CC(=O)O)c(C(=O)O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O
DB03714,4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid,NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1
DB03716,5'-Fluoro-5'-Deoxyadenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O
DB03717,"3-Hydroxy-4-(3,4,5-trihydroxy-tetrahydro-pyran-2-yloxy)-piperidin-2-one",O=C1NCC[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O
DB03718,6-aza uridine 5'-monophosphate,O=c1cnn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB03719,N-Ethyl-5'-Carboxamido Adenosine,CCNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O
DB03720,"alpha,beta-Dehydroaminobutyric acid",C/C=C(\N)C(=O)O
DB03721,N-acetyl-alpha-neuraminic acid,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O)(C(=O)O)C[C@@H]1O
DB03722,"3,4-Dihydro-5-Methyl-Isoquinolinone",Cc1cccc2c1CCNC2=O
DB03723,2'-Deoxy-thymidine-beta-L-rhamnose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
DB03724,"(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol",C[C@@H](O)[C@H](N)c1nccs1
DB03725,5'-Guanylylmethylenebisphosphonate,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB03726,Purine Riboside-5'-Monophosphate,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O
DB03727,Coproporphyrin I,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(CCC(=O)O)=C4C)c(CCC(=O)O)c3C
DB03728,p-Chlorobenzoic acid,O=C(O)c1ccc(Cl)cc1
DB03729,2-Amino-1H-benzimidazol-5-ol,Nc1nc2ccc(O)cc2[nH]1
DB03730,"3,9-Dimethyladenine",Cn1cnc2c(N)nc[n+](C)c21
DB03731,S-2-(Boronoethyl)-L-Cysteine,N[C@@H](CSCC[B-](O)(O)O)C(=O)O
DB03732,Etheno-Nadp,O=P(O)(O)O[C@@H]1[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)O[C@H]1n1cnc2c1ncn1ccnc21
DB03733,Ethylene Dichloride,ClCCCl
DB03734,Xylarohydroxamate,O=C(NO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
DB03735,9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine,Cc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
DB03736,2-Cyclopropylmethylenepropanal,C[C@H](C=O)CC1CC1
DB03737,"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",COc1cc[nH]c1/C=C1\C(=O)Nc2ccc(F)c(C#C[C@@H](O)[C@@H](N)[C@@H](C)O)c21
DB03738,Pantothenoylaminoethenethiol,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N/C=C\S
DB03739,3-Hydroxyimino Quinic Acid,O=C(O)[C@]1(O)C/C(=N\O)[C@@H](O)[C@H](O)C1
DB03740,N-acetyl-alpha-D-glucosamine,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O
DB03741,2-Methylbutanoic Acid,CC[C@@H](C)C(=O)O
DB03742,Compound 4-D,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1
DB03744,"Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",O=C(N[C@@H](Cc1ccccc1)C(=O)N1CC(C(=O)O)C1)c1cc2cc(Cl)ccc2[nH]1
DB03745,Arabinose-5-phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)CO
DB03746,"3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate",N[C@H]1C=C(C(=O)[O-])C[C@@H](O)[C@@H]1O
DB03747,N-Acetyl-glucosamine thiazoline,CC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1
DB03748,Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester,CN(C(=O)Oc1ccc(Cl)cc1)[C@H]1CC[C@H](c2ccc(CN3CCCCC3)cc2)CC1
DB03749,"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole",CCc1cc(-c2n[nH]cc2-c2c[nH]cn2)c(O)cc1O
DB03750,Isovaleric Acid,CC(C)CC(=O)O
DB03751,2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
DB03752,P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid,C[C@H](C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1
DB03753,Flurbiprofen Methyl Ester,COC(=O)[C@@H](C)c1ccc(-c2ccccc2)c(F)c1
DB03754,Tromethamine,NC(CO)(CO)CO
DB03755,"Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
DB03756,Doconexent,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
DB03757,N-{[(2-Methyl-2-propanyl)oxy]carbonyl}-L-alanyl-L-alaninamide,C[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(N)=O
DB03758,Radicicol,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1
DB03759,FG-9041,O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O
DB03760,Dihydrolipoic Acid,O=C(O)CCCC[C@@H](S)CCS
DB03761,5-fluoro-2'-deoxyuridine-5'-monophosphate,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1F
DB03763,5-methyl-2'-deoxypseudouridine,Cn1cc([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
DB03764,4-Hydroperoxy-2-Methoxy-Phenol,COc1cc(OO)ccc1O
DB03765,2'-cytidylic acid,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(=O)(O)O)c(=O)n1
DB03766,Propanoic acid,CCC(=O)O
DB03767,Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)COCc1ccccc1
DB03768,"N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3",CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1
DB03769,D-Eritadenine,Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O
DB03770,N-hydroxyguanidine,N=C(N)NO
DB03771,Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine,C=CCN(C)C/C=C/COc1ccc2c(-c3ccc(Br)cc3)coc2c1
DB03772,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",CCCCCCO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1O
DB03773,alpha-D-quinovopyranose,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
DB03774,Glutamyl Group,[NH3+][C@@H](CCC=O)C(=O)O
DB03775,Dethiobiotin,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O
DB03776,Lactaldehyde,C[C@H](O)C=O
DB03777,Bisindolylmaleimide I,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
DB03779,Glucosaminyl-(Alpha-6)-D-Myo-Inositol,N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
DB03780,2-Aminoquinazolin-4(3h)-One,Nc1nc2ccccc2c(=O)[nH]1
DB03781,"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid",C[C@@H](Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O
DB03782,N-(1-adamantyl)-N'-(4-guanidinobenzyl)urea,NC(N)=Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1
DB03783,Phenacetin,CCOc1ccc(NC(C)=O)cc1
DB03784,Elaidamide,CCCCCCCC/C=C/CCCCCCCC(N)=O
DB03785,Mevinolinic acid,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
DB03787,"(5-Hydroxy-6-methyl-4-{[(E)-(3-oxo-1,2-oxazolidin-4-ylidene)amino]methyl}-3-pyridinyl)methyl dihydrogen phosphate",Cc1ncc(COP(=O)(O)O)c(C/N=C2\CONC2=O)c1O
DB03788,GC-24,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(Cc2ccccc2)c1
DB03789,"2,3-Dimethylimidazolium Ion",Cc1[nH+]ccn1C
DB03790,L-methionine sulfone,CS(=O)(=O)CC[C@H](N)C(=O)O
DB03791,GW-3965,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1
DB03792,5-Aminouracil,Nc1c[nH]c(=O)[nH]c1=O
DB03793,Benzoic acid,O=C(O)c1ccccc1
DB03794,Trifluoroalanine,N[C@@H](C(=O)O)C(F)(F)F
DB03795,2-Dehydropantoate,CC(C)(CO)C(=O)C(=O)O
DB03796,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O
DB03797,3-Aminomethyl-Pyridinium-Adenine-Dinucleotide,NCc1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
DB03798,2'-Deoxycytidine-5'-Monophosphate,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1
DB03799,Trifluoromethionine,N[C@@H](CCSC(F)(F)F)C(=O)O
DB03800,Deoxyuridine monophosphate,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1
DB03801,Lysine Nz-Carboxylic Acid,N[C@@H](CCCCNC(=O)O)C(=O)O
DB03802,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(N2CCN3CCCC[C@H]3C2)cc1
DB03803,"N,N-[2,5-O-dibenzyl-glucaryl]-DI-[valinyl-aminomethanyl-pyridine]",CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccn1)C(C)C)C(=O)NCc1ccccn1
DB03804,5-Bromothienyldeoxyuridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1-c1ccc(Br)s1
DB03807,"1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",CCOC(=O)c1c(C)nn(-c2ccccc2Cl)c1C
DB03808,Hexamidine,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1
DB03809,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,CCCCn1c(Cc2cccc(OC)c2)nc2c(N)ncnc21
DB03810,3-Methylglutamic acid,C[C@H](CC(=O)O)[C@H](N)C(=O)O
DB03811,Histidinol,[NH3+][C@H](CO)Cc1cnc[nH]1
DB03812,"3-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",O=c1[nH]c(=O)c2c([nH]1)n(C[C@H](O)[C@@H](O)[C@H](O)CO)c(=O)n2CCCOP(=O)(O)O
DB03813,2-Decenoyl N-acetyl cysteamine,CCCCCCC/C=C\C(=O)SCCNC(C)=O
DB03814,2-(N-morpholino)ethanesulfonic acid,O=S(=O)(O)CCN1CCOCC1
DB03815,Fucitol,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
DB03816,Difluoromethionine,N[C@@H](CCSC(F)F)C(=O)O
DB03817,"L-2,4-diaminobutyric acid",NCC[C@H](N)C(=O)O
DB03818,N-[Tosyl-D-Prolinyl]Amino-Ethanethiol,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)NCCS)cc1
DB03819,Salicylhydroxamic Acid,O=C(NO)c1ccccc1O
DB03820,"(2S,5R,6R)-6-({(6S)-6-[(Ammonioacetyl)amino]-6-carboxylatohexanoyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",CC1(C)S[C@@H]2[C@H](NC(=O)CCCC[C@H](NC(=O)C[NH3+])C(=O)[O-])C(=O)N2[C@H]1C(=O)[O-]
DB03821,2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid,N[C@H](C(=O)O)[C@@H](O)OP(=O)(O)O
DB03822,Ethyl dihydrogen phosphate,CCOP(=O)(O)O
DB03823,Epigallocatechin,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2
DB03824,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",Ic1ccc2c(c1)CNCC2
DB03825,Rhodamine 6G,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-]
DB03826,"5,6-Diaminouracil",Nc1[nH]c(=O)[nH]c(=O)c1N
DB03827,"(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine",CCCCCC(=O)OC[C@H](CCP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC
DB03828,RU78299,Cc1cc(C=O)c(OP(=O)(O)O)c(C=O)c1
DB03829,Pseudouridine-5'-Monophosphate,O=c1[nH]cc([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB03830,Phosphorylated Dihydropteroate,Nc1nc2ncc(CNc3ccc(C(=O)OP(=O)(O)O)cc3)nc2c(=O)[nH]1
DB03831,"[(Z)-octadec-9-enyl] (2R)-2,3-bis(oxidanyl)propanoate",CCCCCCCC/C=C\CCCCCCCCOC(=O)[C@H](O)CO
DB03832,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",CCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
DB03833,"2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole",CC(C)(C)c1nnc(C(=O)[C@@H]2CCCN2)o1
DB03834,"(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",CC(Cn1ccnn1)([C@@H](N/C=C\C=O)C(=O)O)S(=O)[O-]
DB03835,"N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide",CC(=O)NN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O
DB03836,"1,3,5-trichlorobenzene",Clc1cc(Cl)cc(Cl)c1
DB03837,Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide,CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1
DB03839,D-Tyrosine,N[C@H](Cc1ccc(O)cc1)C(=O)O
DB03840,Tetra(Imidazole)Diaquacopper (Ii),O.O.[Cu+4].c1c[n-]cn1.c1c[n-]cn1.c1c[n-]cn1.c1c[n-]cn1
DB03841,Niraxostat,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N
DB03842,2-Chloro-6-Methyl-Aniline,C=C1C=CC=C(C)[C@@H]1N
DB03843,Formaldehyde,C=O
DB03844,"N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1
DB03845,P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O2)c(=O)nc1[O-]
DB03846,2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate),O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1CO
DB03847,gamma-carboxy-L-glutamic acid,N[C@@H](CC(C(=O)O)C(=O)O)C(=O)O
DB03848,Benzenesulfinic acid,O=[S@](O)c1ccccc1
DB03849,Cilomilast,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1
DB03850,Jaspisamide A,CO[C@@H](C[C@@H]1OC(=O)C[C@@H](O)C[C@H](O)CC(=O)[C@H](C)[C@H](OC)c2coc(n2)-c2coc(n2)-c2coc(n2)/C=C/CC[C@H]1C)[C@@H](C)CCC(=O)[C@H](C)[C@@H](C/C=C/N(C)CO)OC
DB03851,Carbazole Butanoic Acid,O=C(O)CCCn1c2ccccc2c2ccccc21
DB03852,Eucalyptol,CC1(C)O[C@]2(C)CC[C@H]1CC2
DB03853,Reactive Red 6 hapten,O=S(=O)(O)c1ccc(O)c(/N=N/c2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(Nc4ncnc(Nc5ccc6c(O)c(/N=N/c7cc(S(=O)(=O)O)ccc7O)c(S(=O)(=O)O)cc6c5S(=O)(=O)O)n4)ccc3c2O)c1
DB03854,Cadaverine,NCCCCCN
DB03855,L-Threonohydroxamate 4-Phosphate,O=P(O)(O)OC[C@H](O)[C@@H](O)[C@H](O)NO
DB03856,L-Eflornithine,NCCC[C@](N)(C(=O)O)C(F)F
DB03857,"1,4-dithio-beta-D-glucopyranose",OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S
DB03858,S-Acetonylcysteine,CC(=O)CSC[C@H](N)C(=O)O
DB03859,1-thio-beta-D-glucopyranose,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O
DB03860,ICI-164384,CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12
DB03861,"(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine",CC(=O)N[C@H]1NC[C@H](CO)[C@H](O)[C@@H]1O
DB03862,Tetrahydrooxazine,OC[C@H]1ONC[C@@H](O)[C@@H]1O
DB03863,2-O-Methyl-beta-L-fucopyranose,CO[C@H]1[C@H](O)[C@H](O)[C@H](C)O[C@@H]1O
DB03864,Monothioglycerol,OC[C@@H](O)CS
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,NC(=[NH2+])c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl
DB03866,Prostaglandin G2,CCCCC[C@@H](/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2)OO
DB03867,3-nitro-L-tyrosine,N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O
DB03868,3-Dehydroquinic Acid,O=C1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O
DB03869,5'-O-(L-Serylsulfamoyl)adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)[C@@H](N)CO)[C@@H](O)[C@H]1O
DB03870,"Ara-Alpha(1,3)-Xyl",OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)OC[C@H]2O)[C@H](O)[C@H]1O
DB03871,"lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)",[Ru+3].c1c[n-]cn1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
DB03872,"2,3-Dideoxyfucose",C[C@H]1O[C@@H](O)CC[C@@H]1O
DB03874,"(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine",CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCCN(C)C
DB03876,"Thieno[2,3-B]Pyridine-2-Carboxamidine",NC(=[NH2+])c1cc2cccnc2s1
DB03877,AL-4623,CCN[C@H]1CN(CCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB03878,N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,Cc1ccc(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cccnc2)n1
DB03879,alpha-L-methyl-fucose,CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
DB03880,Batimastat,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium",CSC[C@H]1[NH2+][C@@H](c2c[nH]c3c(=O)nc[nH]c23)[C@H](O)[C@@H]1O
DB03882,"5-Alpha-Androstane-3-Beta,17beta-Diol",C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
DB03883,Carboxyethyllumazine,O=C(O)CCc1nc2c(=O)[nH]c(=O)[nH]c2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1=O
DB03884,Phenylpyruvic acid,O=C(O)C(=O)Cc1ccccc1
DB03885,L-gamma-glutamyl-S-(naphthalen-1-ylmethyl)-L-cysteinylglycine,N[C@@H](CCC(=O)N[C@@H](CSCc1cccc2ccccc12)C(=O)NCC(=O)O)C(=O)O
DB03886,Biopterin,C[C@@H](O)[C@@H](O)c1cnc2nc(N)[nH]c(=O)c2n1
DB03887,Alpha-Adenosine Monophosphate,Nc1ncnc2ncn([C@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c12
DB03888,N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine,C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nn(C)c2c1
DB03889,S-(N-hydroxy-N-bromophenylcarbamoyl)glutathione,N[C@@H](CCC(=O)N[C@@H](CS[C@H](O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
DB03890,N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide,CC(C)[C@H](C=O)[C@H]1[C@H](NS(C)(=O)=O)CCN1C(=O)/C=C/CN1CCCCC1
DB03891,"Dibenzyl (carbonylbis{2,1-hydrazinediyl[(2S)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate",CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NNC(=O)NNC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1
DB03892,5-N-Allyl-arginine,C=CCN/C(N)=[NH+]/CCC[C@H](N)C(=O)O
DB03893,Thionicotinamide-Adenine-Dinucleotide,N=C([S-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
DB03894,N-Propargyl-1(S)-Aminoindan,C#CCN[C@H]1CCc2ccccc21
DB03895,Malachite Green,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1
DB03896,Triphosphoric acid,O=P(O)(O)OP(=O)(O)OP(=O)(O)O
DB03897,Phloretic acid,O=C(O)CCc1ccc(O)cc1
DB03898,3-Chloro-4-Hydroxyphenylglycine,N[C@H](C(=O)O)c1ccc(O)c(Cl)c1
DB03899,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,CCCCn1c(Cc2ccc(OC)cc2)nc2c(N)ncnc21
DB03900,tert-butanol,CC(C)(C)O
DB03901,5-Oxoprolinal,O=C[C@@H]1CCC(=O)N1
DB03902,Oxalic Acid,O=C(O)C(=O)O
