drugbank_id,drug_name,enzyme_id,enzyme_name,actions,inhibition_strength,induction_strength,organism,gene_name,uniprot_id
DB01118,Amiodarone,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",weak,,Humans,CYP2C19,P33261
DB01118,Amiodarone,BE0003543,Cytochrome P450 1A1,substrate,,,Humans,CYP1A1,P04798
DB01118,Amiodarone,BE0003336,Cytochrome P450 2A6,inhibitor,moderate,,Humans,CYP2A6,P11509
DB01118,Amiodarone,BE0003683,Cytochrome P450 2J2,inhibitor,unknown,,Humans,CYP2J2,P51589
DB01119,Diazoxide,,Cytochrome P450 3A4,,,,,,
DB01119,Diazoxide,,Cytochrome P450 1A2,,,,,,
DB01119,Diazoxide,,Cytochrome P450 3A4,,,,,,
DB01119,Diazoxide,,Cytochrome P450 1A2,,,,,,
DB01119,Diazoxide,BE0002433,Cytochrome P450 1A2,"substrate, inhibitor",unknown,,Humans,CYP1A2,P05177
DB01119,Diazoxide,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01120,Gliclazide,,Cytochrome P450 2C9,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C9,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C9,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C19,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C18,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C8,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C9,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C19,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C18,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C8,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C9,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C19,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C18,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C9,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C19,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C18,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C8,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C9,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C19,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C18,,,,,,
DB01120,Gliclazide,,Cytochrome P450 2C8,,,,,,
DB01120,Gliclazide,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01120,Gliclazide,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB01122,Ambenonium,BE0002180,Cholinesterase,inhibitor,unknown,,Humans,BCHE,P06276
DB01124,Tolbutamide,,Cytochrome P450 2C19,,,,,,
DB01124,Tolbutamide,,Cytochrome P450 2C9,,,,,,
DB01124,Tolbutamide,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01124,Tolbutamide,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",unknown,,Humans,CYP2C8,P10632
DB01124,Tolbutamide,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB01124,Tolbutamide,BE0003611,Cytochrome P450 2C18,substrate,,,Humans,CYP2C18,P33260
DB01126,Dutasteride,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB01127,Econazole,BE0002090,Aromatase,inhibitor,unknown,,Humans,CYP19A1,P11511
DB01127,Econazole,BE0003533,Cytochrome P450 2E1,inhibitor,unknown,,Humans,CYP2E1,P05181
DB01127,Econazole,BE0002638,Cytochrome P450 3A4,inhibitor,strong,,Humans,CYP3A4,P08684
DB01128,Bicalutamide,BE0003536,Cytochrome P450 2C19,inhibitor,unknown,,Humans,CYP2C19,P33261
DB01128,Bicalutamide,BE0002793,Cytochrome P450 2C9,inhibitor,unknown,,Humans,CYP2C9,P11712
DB01128,Bicalutamide,BE0002363,Cytochrome P450 2D6,inhibitor,unknown,,Humans,CYP2D6,P10635
DB01128,Bicalutamide,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",unknown,,Humans,CYP3A4,P08684
DB01129,Rabeprazole,BE0003543,Cytochrome P450 1A1,inducer,,unknown,Humans,CYP1A1,P04798
DB01129,Rabeprazole,BE0002433,Cytochrome P450 1A2,"inhibitor, inducer",unknown,unknown,Humans,CYP1A2,P05177
DB01129,Rabeprazole,BE0002793,Cytochrome P450 2C9,inhibitor,unknown,,Humans,CYP2C9,P11712
DB01129,Rabeprazole,BE0002363,Cytochrome P450 2D6,inhibitor,weak,,Humans,CYP2D6,P10635
DB01129,Rabeprazole,BE0002887,Cytochrome P450 2C8,inhibitor,moderate,,Humans,CYP2C8,P10632
DB01129,Rabeprazole,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",unknown,,Humans,CYP3A4,P08684
DB01129,Rabeprazole,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",unknown,,Humans,CYP2C19,P33261
DB01130,Prednicarbate,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01131,Proguanil,,Cytochrome P450 2C19,,,,,,
DB01131,Proguanil,,Cytochrome P450 2C19,,,,,,
DB01131,Proguanil,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01131,Proguanil,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB01131,Proguanil,BE0002363,Cytochrome P450 2D6,inhibitor,weak,,Humans,CYP2D6,P10635
DB01132,Pioglitazone,,Cytochrome P450 2C8,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 3A4,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 2C8,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 3A4,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 2C8,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 3A4,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 2C8,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 3A4,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 2C8,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 3A4,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 2C8,,,,,,
DB01132,Pioglitazone,,Cytochrome P450 3A4,,,,,,
DB01132,Pioglitazone,BE0003543,Cytochrome P450 1A1,substrate,,,Humans,CYP1A1,P04798
DB01132,Pioglitazone,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",moderate,,Humans,CYP2C8,P10632
DB01132,Pioglitazone,BE0002638,Cytochrome P450 3A4,"substrate, inducer",,unknown,Humans,CYP3A4,P08684
DB01134,Desoxycorticosterone pivalate,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01135,Doxacurium,BE0002180,Cholinesterase,substrate,,,Humans,BCHE,P06276
DB01136,Carvedilol,,Cytochrome P450 1A2,,,,,,
DB01136,Carvedilol,,Cytochrome P450 3A4,,,,,,
DB01136,Carvedilol,,Cytochrome P450 1A1,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2D6,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2E1,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2C9,,,,,,
DB01136,Carvedilol,,Cytochrome P450 3A4,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2D6,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2C9,,,,,,
DB01136,Carvedilol,,Cytochrome P450 3A4,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2C9,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2D6,,,,,,
DB01136,Carvedilol,,Cytochrome P450 1A2,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2E1,,,,,,
DB01136,Carvedilol,,Prostaglandin G/H synthase 1,,,,,,
DB01136,Carvedilol,,Cytochrome P450 2D6,,,,,,
DB01136,Carvedilol,,Cytochrome P450 1A2,,,,,,
DB01136,Carvedilol,,Cytochrome P450 1A1,,,,,,
DB01136,Carvedilol,,UDP-glucuronosyltransferase 1A1,,,,,,
DB01136,Carvedilol,,UDP-glucuronosyltransferase 2B4,,,,,,
DB01136,Carvedilol,,UDP-glucuronosyltransferase 2B7,,,,,,
DB01136,Carvedilol,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB01136,Carvedilol,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01136,Carvedilol,BE0003543,Cytochrome P450 1A1,substrate,,,Humans,CYP1A1,P04798
DB01136,Carvedilol,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB01136,Carvedilol,BE0003541,UDP-glucuronosyltransferase 1A1,substrate,,,Humans,UGT1A1,P22309
DB01136,Carvedilol,BE0003681,UDP-glucuronosyltransferase 2B4,substrate,,,Humans,UGT2B4,P06133
DB01136,Carvedilol,BE0003679,UDP-glucuronosyltransferase 2B7,substrate,,,Humans,UGT2B7,P16662
DB01136,Carvedilol,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01136,Carvedilol,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB01136,Carvedilol,BE0002204,Xanthine dehydrogenase/oxidase,inhibitor,unknown,,Humans,XDH,P47989
DB01137,Levofloxacin,BE0002793,Cytochrome P450 2C9,inhibitor,unknown,,Humans,CYP2C9,P11712
DB01138,Sulfinpyrazone,,Cytochrome P450 2C9,,,,,,
DB01138,Sulfinpyrazone,,Cytochrome P450 3A4,,,,,,
DB01138,Sulfinpyrazone,,Cytochrome P450 3A4,,,,,,
DB01138,Sulfinpyrazone,,Cytochrome P450 2C9,,,,,,
DB01138,Sulfinpyrazone,BE0002793,Cytochrome P450 2C9,inhibitor,moderate,,Humans,CYP2C9,P11712
DB01138,Sulfinpyrazone,BE0002638,Cytochrome P450 3A4,"substrate, inducer",,unknown,Humans,CYP3A4,P08684
DB01138,Sulfinpyrazone,BE0003549,Cytochrome P450 2B6,inducer,,unknown,Humans,CYP2B6,P20813
DB01138,Sulfinpyrazone,BE0002887,Cytochrome P450 2C8,inhibitor,unknown,,Humans,CYP2C8,P10632
DB01141,Micafungin,BE0003195,Arylsulfatase A,substrate,,,Humans,ARSA,P15289
DB01141,Micafungin,BE0002089,Catechol O-methyltransferase,substrate,,,Humans,COMT,P21964
DB01142,Doxepin,,Cytochrome P450 2D6,,,,,,
DB01142,Doxepin,,Cytochrome P450 2C9,,,,,,
DB01142,Doxepin,,Cytochrome P450 2C19,,,,,,
DB01142,Doxepin,,Cytochrome P450 1A2,,,,,,
DB01142,Doxepin,,Cytochrome P450 3A4,,,,,,
DB01142,Doxepin,,Cytochrome P450 2D6,,,,,,
DB01142,Doxepin,,Cytochrome P450 2C9,,,,,,
DB01142,Doxepin,,Cytochrome P450 2C19,,,,,,
DB01142,Doxepin,,Cytochrome P450 1A2,,,,,,
DB01142,Doxepin,,Cytochrome P450 3A4,,,,,,
DB01142,Doxepin,,Cytochrome P450 2D6,,,,,,
DB01142,Doxepin,,Cytochrome P450 2D6,,,,,,
DB01142,Doxepin,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01142,Doxepin,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",unknown,,Humans,CYP2D6,P10635
DB01142,Doxepin,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB01142,Doxepin,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01142,Doxepin,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB01143,Amifostine,BE0003546,"Alkaline phosphatase, tissue-nonspecific isozyme",substrate,,,Humans,ALPL,P05186
DB01149,Nefazodone,,Cytochrome P450 3A4,,,,,,
DB01149,Nefazodone,,Cytochrome P450 3A4,,,,,,
DB01149,Nefazodone,,Cytochrome P450 3A4,,,,,,
DB01149,Nefazodone,BE0004866,Cytochrome P450 3A Subfamily,inhibitor,strong,,Humans,CYP3A4,P08684
DB01149,Nefazodone,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",strong,,Humans,CYP3A4,P08684
DB01149,Nefazodone,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",weak,,Humans,CYP2D6,P10635
DB01149,Nefazodone,BE0001052,Cytochrome P450,inhibitor,unknown,,Humans,CYP2B,Q14097
DB01151,Desipramine,,Cytochrome P450 2D6,,,,,,
DB01151,Desipramine,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",moderate,,Humans,CYP2D6,P10635
DB01151,Desipramine,BE0002433,Cytochrome P450 1A2,product of,,,Humans,CYP1A2,P05177
DB01151,Desipramine,BE0002638,Cytochrome P450 3A4,inhibitor,unknown,,Humans,CYP3A4,P08684
DB01151,Desipramine,BE0003549,Cytochrome P450 2B6,inhibitor,unknown,,Humans,CYP2B6,P20813
DB01151,Desipramine,BE0003533,Cytochrome P450 2E1,inhibitor,weak,,Humans,CYP2E1,P05181
DB01152,Candicidin,BE0002638,Cytochrome P450 3A4,inhibitor,unknown,,Humans,CYP3A4,P08684
DB01154,Thiamylal,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01154,Thiamylal,BE0002638,Cytochrome P450 3A4,"substrate, inducer",,unknown,Humans,CYP3A4,P08684
DB01154,Thiamylal,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB01155,Gemifloxacin,BE0002433,Cytochrome P450 1A2,inhibitor,unknown,,Humans,CYP1A2,P05177
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,Cytochrome P450 2B6,,,,,,
DB01156,Bupropion,,Cytochrome P450 2E1,,,,,,
DB01156,Bupropion,,Cytochrome P450 3A4,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,Cytochrome P450 2B6,,,,,,
DB01156,Bupropion,,Cytochrome P450 2E1,,,,,,
DB01156,Bupropion,,Cytochrome P450 3A4,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 2B7,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 2B4,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 1A9,,,,,,
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB01156,Bupropion,,Aldo-keto reductase family 7 member A3,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 1A9,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 1A4,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 2B7,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 1A3,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 1A4,,,,,,
DB01156,Bupropion,,Cytochrome P450 2C19,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 2B7,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 1A9,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 1A4,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 2B7,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 2B7,,,,,,
DB01156,Bupropion,,UDP-glucuronosyltransferase 2B4,,,,,,
DB01156,Bupropion,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01156,Bupropion,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB01156,Bupropion,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB01156,Bupropion,BE0002363,Cytochrome P450 2D6,inhibitor,strong,,Humans,CYP2D6,P10635
DB01159,Halothane,,Cytochrome P450 2E1,,,,,,
DB01159,Halothane,,Cytochrome P450 2E1,,,,,,
DB01159,Halothane,,Cytochrome P450 2E1,,,,,,
DB01159,Halothane,,Cytochrome P450 2A6,,,,,,
DB01159,Halothane,,Cytochrome P450 2A6,,,,,,
DB01159,Halothane,,Cytochrome P450 3A4,,,,,,
DB01159,Halothane,,Cytochrome P450 2A6,,,,,,
DB01159,Halothane,,Cytochrome P450 3A4,,,,,,
DB01159,Halothane,,Cytochrome P450 2A6,,,,,,
DB01159,Halothane,,Cytochrome P450 3A4,,,,,,
DB01159,Halothane,,Cytochrome P450 2B6,,,,,,
DB01159,Halothane,,Cytochrome P450 2C9,,,,,,
DB01159,Halothane,,Cytochrome P450 2D6,,,,,,
DB01159,Halothane,,Cytochrome P450 2A6,,,,,,
DB01159,Halothane,,Cytochrome P450 3A4,,,,,,
DB01159,Halothane,,Cytochrome P450 2B6,,,,,,
DB01159,Halothane,,Cytochrome P450 2C9,,,,,,
DB01159,Halothane,,Cytochrome P450 2D6,,,,,,
DB01159,Halothane,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB01159,Halothane,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01159,Halothane,BE0003336,Cytochrome P450 2A6,substrate,,,Humans,CYP2A6,P11509
DB01159,Halothane,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB01159,Halothane,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01161,Chloroprocaine,BE0002180,Cholinesterase,substrate,,,Humans,BCHE,P06276
DB01165,Ofloxacin,BE0002433,Cytochrome P450 1A2,inhibitor,unknown,,Humans,CYP1A2,P05177
DB01166,Cilostazol,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB01166,Cilostazol,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB01166,Cilostazol,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB01166,Cilostazol,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01166,Cilostazol,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB01166,Cilostazol,BE0003612,Cytochrome P450 3A7,substrate,,,Humans,CYP3A7,P24462
DB01167,Itraconazole,,Cytochrome P450 3A4,,,,,,
DB01167,Itraconazole,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",strong,,Humans,CYP3A4,P08684
DB01167,Itraconazole,BE0002362,Cytochrome P450 3A5,inhibitor,strong,,Humans,CYP3A5,P20815
DB01167,Itraconazole,BE0003612,Cytochrome P450 3A7,inhibitor,strong,,Humans,CYP3A7,P24462
DB01167,Itraconazole,BE0004866,Cytochrome P450 3A Subfamily,inhibitor,unknown,,Humans,CYP3A4,P08684
DB01167,Itraconazole,BE0003549,Cytochrome P450 2B6,inhibitor,strong,,Humans,CYP2B6,P20813
DB01167,Itraconazole,BE0003543,Cytochrome P450 1A1,inducer,,unknown,Humans,CYP1A1,P04798
DB01167,Itraconazole,BE0003533,Cytochrome P450 2E1,inhibitor,weak,,Humans,CYP2E1,P05181
DB01168,Procarbazine,BE0002204,Xanthine dehydrogenase/oxidase,substrate,,,Humans,XDH,P47989
DB01169,Arsenic trioxide,BE0002638,Cytochrome P450 3A4,inhibitor,unknown,,Humans,CYP3A4,P08684
DB01171,Moclobemide,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01171,Moclobemide,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",unknown,,Humans,CYP2C19,P33261
DB01171,Moclobemide,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",unknown,,Humans,CYP2D6,P10635
DB01171,Moclobemide,BE0002198,Amine oxidase [flavin-containing] A,inhibitor,unknown,,Humans,MAOA,P21397
DB01171,Moclobemide,BE0002196,Amine oxidase [flavin-containing] B,inhibitor,unknown,,Humans,MAOB,P27338
DB01172,Kanamycin,BE0002566,Aminoglycoside 2'-N-acetyltransferase,substrate,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),aac,P9WQG9
DB01172,Kanamycin,BE0003547,Aminoglycoside nucleotidyltransferase (4'),substrate,,,Staphylococcus aureus,knt,P05057
DB01172,Kanamycin,BE0003548,Aminoglycoside 3'-phosphotransferase,substrate,,,Escherichia coli,aphA1,P00551
DB01173,Orphenadrine,BE0003549,Cytochrome P450 2B6,inhibitor,strong,,Humans,CYP2B6,P20813
DB01173,Orphenadrine,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",weak,,Humans,CYP3A4,P08684
DB01173,Orphenadrine,BE0003533,Cytochrome P450 2E1,inhibitor,unknown,,Humans,CYP2E1,P05181
DB01173,Orphenadrine,BE0002433,Cytochrome P450 1A2,inhibitor,unknown,,Humans,CYP1A2,P05177
DB01173,Orphenadrine,BE0002363,Cytochrome P450 2D6,inhibitor,strong,,Humans,CYP2D6,P10635
DB01174,Phenobarbital,,Cytochrome P450 2C9,,,,,,
DB01174,Phenobarbital,,Cytochrome P450 2C19,,,,,,
DB01174,Phenobarbital,BE0003536,Cytochrome P450 2C19,"substrate, inducer",,unknown,Humans,CYP2C19,P33261
DB01174,Phenobarbital,BE0002793,Cytochrome P450 2C9,"substrate, inducer",,unknown,Humans,CYP2C9,P11712
DB01174,Phenobarbital,BE0003533,Cytochrome P450 2E1,"substrate, inducer",,weak,Humans,CYP2E1,P05181
DB01174,Phenobarbital,BE0003549,Cytochrome P450 2B6,inducer,,strong,Humans,CYP2B6,P20813
DB01174,Phenobarbital,BE0002887,Cytochrome P450 2C8,inducer,,unknown,Humans,CYP2C8,P10632
DB01174,Phenobarbital,BE0002638,Cytochrome P450 3A4,inducer,,strong,Humans,CYP3A4,P08684
DB01174,Phenobarbital,BE0002433,Cytochrome P450 1A2,inducer,,unknown,Humans,CYP1A2,P05177
DB01174,Phenobarbital,BE0002362,Cytochrome P450 3A5,inducer,,strong,Humans,CYP3A5,P20815
DB01174,Phenobarbital,BE0003543,Cytochrome P450 1A1,inducer,,unknown,Humans,CYP1A1,P04798
DB01174,Phenobarbital,BE0003611,Cytochrome P450 2C18,substrate,,,Humans,CYP2C18,P33260
DB01174,Phenobarbital,BE0003612,Cytochrome P450 3A7,inducer,,unknown,Humans,CYP3A7,P24462
DB01174,Phenobarbital,BE0004673,Cytochrome P450 4B1,inducer,,unknown,Humans,CYP4B1,P13584
DB01174,Phenobarbital,BE0003541,UDP-glucuronosyltransferase 1A1,inducer,,unknown,Humans,UGT1A1,P22309
DB01174,Phenobarbital,BE0003679,UDP-glucuronosyltransferase 2B7,inducer,,unknown,Humans,UGT2B7,P16662
DB01174,Phenobarbital,BE0003336,Cytochrome P450 2A6,inducer,,unknown,Humans,CYP2A6,P11509
DB01175,Escitalopram,,Cytochrome P450 3A4,,,,,,
DB01175,Escitalopram,,Cytochrome P450 2C19,,,,,,
DB01175,Escitalopram,,Cytochrome P450 2D6,,,,,,
DB01175,Escitalopram,,Amine oxidase [flavin-containing] A,,,,,,
DB01175,Escitalopram,,Amine oxidase [flavin-containing] B,,,,,,
DB01175,Escitalopram,,Cytochrome P450 2D6,,,,,,
DB01175,Escitalopram,,Amine oxidase [flavin-containing] A,,,,,,
DB01175,Escitalopram,,Amine oxidase [flavin-containing] B,,,,,,
DB01175,Escitalopram,,Aldehyde oxidase,,,,,,
DB01175,Escitalopram,,Cytochrome P450 2C19,,,,,,
DB01175,Escitalopram,,Cytochrome P450 2D6,,,,,,
DB01175,Escitalopram,,Aldehyde oxidase,,,,,,
DB01175,Escitalopram,,Cytochrome P450 2C19,,,,,,
DB01175,Escitalopram,,Amine oxidase [flavin-containing] A,,,,,,
DB01175,Escitalopram,,Amine oxidase [flavin-containing] B,,,,,,
DB01175,Escitalopram,,Aldehyde oxidase,,,,,,
DB01175,Escitalopram,,Cytochrome P450 2C19,,,,,,
DB01175,Escitalopram,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB01175,Escitalopram,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",weak,,Humans,CYP2D6,P10635
DB01175,Escitalopram,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB01175,Escitalopram,BE0002198,Amine oxidase [flavin-containing] A,substrate,,,Humans,MAOA,P21397
DB01175,Escitalopram,BE0002196,Amine oxidase [flavin-containing] B,substrate,,,Humans,MAOB,P27338
DB01175,Escitalopram,BE0003539,Aldehyde oxidase,substrate,,,Humans,AOX1,Q06278
DB01176,Cyclizine,BE0002793,Cytochrome P450 2C9,inhibitor,unknown,,Humans,CYP2C9,P11712
DB01177,Idarubicin,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB01177,Idarubicin,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB01181,Ifosfamide,,Cytochrome P450 3A4,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A5,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2B6,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A7,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A4,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A5,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2B6,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A7,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A4,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A5,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2B6,,,,,,
DB01181,Ifosfamide,,Prostaglandin G/H synthase 1,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2B6,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A4,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2A6,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2C8,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A5,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2C9,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2C19,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 3A7,,,,,,
DB01181,Ifosfamide,,Cytochrome P450 2E1,,,,,,
DB01181,Ifosfamide,,Aldehyde dehydrogenase 1A1,,,,,,
DB01181,Ifosfamide,,Aldehyde dehydrogenase 1A1,,,,,,
